"lhs","op","rhs","mi","epc"
"Normalized.polyP..FACS","~","NH4..mg.L.",0.0601459248950186,0.00979489342116055
"Normalized.polyP..FACS","~","TN..mg.L.",2.35671849627541,0.0671806505959485
"Normalized.polyP..FACS","~","Richness",0.0534933136639093,0.000202950812616346
"Normalized.polyP..FACS","~","AP.Activity..nmol.MUB..g.dry.soil...hour.",0.000125051384106122,-7.55499336572037e-05
"Normalized.polyP..FACS","~","warmed",4.27463807894676,-0.127139762419571
"Normalized.polyP..FACS","~","clipped",0.0328961777280647,-0.00684414178827472
"Normalized.PHAAO..FACS","~","NO3..mg.L.",2.63299373341928,-0.328894109119271
"Normalized.PHAAO..FACS","~","NH4..mg.L.",0.45738294626235,0.123233616761473
"Normalized.PHAAO..FACS","~","TN..mg.L.",0.0617014841881406,0.0495941847483281
"Normalized.PHAAO..FACS","~","Richness",2.67928950637293,0.00655304975501116
"Normalized.PHAAO..FACS","~","AP.Activity..nmol.MUB..g.dry.soil...hour.",0.357941761147566,-0.0184411763522942
"Normalized.PHAAO..FACS","~","warmed",5.5616925930745,-0.416578005736322
"Normalized.PHAAO..FACS","~","clipped",0.0309527391839135,-0.0189456959406202
"Normalized.PAO..FACS","~","NO3..mg.L.",5.49634678395453,-0.0994915917157285
"Normalized.PAO..FACS","~","NH4..mg.L.",0.659858705397555,-0.0309908023336245
"Normalized.PAO..FACS","~","TN..mg.L.",4.54975409562494,-0.089165129824783
"Normalized.PAO..FACS","~","Richness",0.150064460899067,-0.000324706291709048
"Normalized.PAO..FACS","~","AP.Activity..nmol.MUB..g.dry.soil...hour.",0.0179675864316682,0.000865058426407295
"Normalized.PAO..FACS","~","warmed",5.17677002069281,0.0756930357563154
"Normalized.PAO..FACS","~","clipped",0.0104096304670719,0.00206756028171054
"Normalized.PAO..Raman","~","NO3..mg.L.",0.391132701250668,0.0854081367486882
"Normalized.PAO..Raman","~","NH4..mg.L.",0.1196492164126,0.0424668591640255
"Normalized.PAO..Raman","~","TN..mg.L.",0.444490633159975,-0.0896850921015408
"Normalized.PAO..Raman","~","Richness",0.000936816625769659,-8.25594783679405e-05
"Normalized.PAO..Raman","~","AP.Activity..nmol.MUB..g.dry.soil...hour.",0.965724053115275,0.0204086821324645
"Normalized.PAO..Raman","~","warmed",6.53055647020289,0.107035889750078
"Normalized.PAO..Raman","~","clipped",0.103031391792345,0.00816556501578079
"Richness","~","Normalized.polyP..FACS",0.971801239862663,-6.72805573928692
"Richness","~","Normalized.PHAAO..FACS",0.593262244383199,4.97640443864442
"Richness","~","Normalized.PAO..FACS",2.0315235404493,-10.4223020216711
"Richness","~","Normalized.PAO..Raman",0.906043843092077,8.40951120548523
"Richness","~","AP.Activity..nmol.MUB..g.dry.soil...hour.",0.301096439955357,2.74578352467087
"Richness","~","warmed",1.1982073985381,25.1061690947968
"Richness","~","clipped",0.447317447556246,9.31196461858607
"AP.Activity..nmol.MUB..g.dry.soil...hour.","~","warmed",5.4368131986901,0.154801192190811
"AP.Activity..nmol.MUB..g.dry.soil...hour.","~","clipped",0.00136948326613423,-0.00149141809262351
"warmed","~","TP..mg.P.kg.",3.80856485827777e-14,1.09417633157217e-08
"warmed","~","NO3..mg.L.",8.80330839502497e-13,3.91544288763641e-08
"warmed","~","NH4..mg.L.",3.50338101980193e-13,6.34022930972546e-08
"warmed","~","TN..mg.L.",8.86871142911024e-13,4.1209722407183e-08
"warmed","~","H2O..mg.gsoil.",1.18974388040558e-12,-8.58501100740004e-08
"warmed","~","pH",1.85031570647068e-15,1.05944427265703e-09
"warmed","~","Normalized.polyP..FACS",0.00199457714115876,-0.00349221960040245
"warmed","~","Normalized.PHAAO..FACS",0.000926196755038726,0.00462446642489974
"warmed","~","Normalized.PAO..FACS",6.66317420790256e-06,-0.000152970215344489
"warmed","~","Normalized.PAO..Raman",0.0470109932725038,0.00727498591465519
"warmed","~","Richness",0.017333257825806,0.000127240850358104
"warmed","~","AP.Activity..nmol.MUB..g.dry.soil...hour.",0.483093815921929,-0.0505848235913395
"warmed","~","clipped",1.58850750534332e-24,-1.68198029015053e-13
"clipped","~","TP..mg.P.kg.",5.84008818503083e-12,-3.68878341385002e-07
"clipped","~","NO3..mg.L.",1.69681661697824e-13,4.33524861062733e-08
"clipped","~","NH4..mg.L.",2.10583872945586e-11,1.11326636540133e-06
"clipped","~","TN..mg.L.",5.11038493821524e-14,2.53285889418342e-08
"clipped","~","H2O..mg.gsoil.",2.72477897730607e-11,-8.01406178976764e-07
"clipped","~","pH",2.95602400195213e-15,-3.18207463188563e-09
"clipped","~","Normalized.polyP..FACS",1.13077476897242,-0.132044155187971
"clipped","~","Normalized.PHAAO..FACS",0.00580618788145265,0.010459545991921
"clipped","~","Normalized.PAO..FACS",0.368490483624982,-0.0693955126043644
"clipped","~","Normalized.PAO..Raman",2.94462774112791,0.130673562934848
"clipped","~","Richness",0.0832779440724624,0.000602052908730794
"clipped","~","AP.Activity..nmol.MUB..g.dry.soil...hour.",7.15944892027862,-0.21443207644462
"clipped","~","warmed",2.58579448948313e-25,-5.96923630083188e-14
