	ca4a	ca4b	ca5a	ca5b	ca6a	ca6b	cb4a	cb4b	cb5a	cb5b	cb6a	cb6b	wa4a	wa4b	wa5a	wa5b	wa6a	wa6b	wb4a	wb4b	wb5a	wb5b	wb6a	wb6b
Betaproteobacteriales	0.03230775307081645	0.027880367876023077	0.008542827035977727	0.009411764705882364	0.018698468786808028	0.0187965977108054	0.02605838005026107	0.026354568125141614	0.011846261846261889	0.010257913247362235	0.01929271018208114	0.022313706496921108	0.02311902622334785	0.02058894911414936	0.012583590997339456	0.013699615260148852	0.02495222695869462	0.02443886400704163	0.019914768070808022	0.019571732928898963	0.015693689435121734	0.016993312682743195	0.010337364735837002	0.012145265020202238
Bacteria_unclassified	0.02219676922469306	0.022014628141067725	0.014714737317477125	0.01467597208374879	0.01950824499411075	0.018376562007770596	0.019099168760873843	0.02165041940603028	0.014303264303264417	0.01507285211857305	0.024321304147768473	0.02252127585968329	0.019306701522206975	0.02038670010516951	0.015963184008053497	0.01787062673043039	0.017014552403351473	0.01711238253035423	0.018412282139539878	0.02069114938793182	0.017702670763413007	0.017138059809512735	0.015276893698281162	0.015564109307385087
Rokubacteriales	0.009637031478336418	0.012564269679194728	0.01877916603944002	0.016709870388833502	0.022305653710247366	0.01774650845321852	0.00742315870867968	0.00986170936295625	0.01939276939276941	0.018254898676938552	0.017945178465785847	0.01961530478101434	0.008414345233232588	0.012418089151363162	0.010234654011169433	0.01182985149760886	0.011355284433338239	0.00931990576539725	0.011173031743430036	0.012999675008124805	0.015268258095013006	0.015169498885447124	0.013087205601527669	0.012671241064384242
Micromonosporales	0.008452150558868827	0.008653776522557752	0.013698630136986311	0.014675972083748766	0.016121908127208484	0.018166544156253264	0.006727237579740959	0.00759464973928815	0.012416637416637434	0.015407804387874724	0.017879445211332425	0.019130976267902892	0.009149579282738352	0.008696707386133812	0.0153879341338894	0.01513789507748732	0.02079964721446417	0.02480130478680712	0.009670545812161932	0.010363629798143944	0.013566532734578116	0.014272066699476026	0.012501591343093543	0.014153537188897112
Gemmatimonadales	0.01560093210632328	0.013252226808603084	0.010010537407797698	0.00929212362911267	0.011925795053003545	0.014018691588785017	0.014614343707713104	0.013205622307866725	0.01048613548613552	0.010257913247362237	0.010681653848682063	0.010482252819483876	0.023990414726465795	0.021519294555456696	0.008173341962081436	0.008449893926863466	0.010877554020285183	0.009345794392523338	0.013467737529366756	0.01444408334236091	0.011959347671945184	0.013258836812089298	0.008860598345003159	0.009682740813350207
MB-A2-108_or	0.01248074568505864	0.01263668621913245	0.0057203070901701	0.005663010967098709	0.017741460541813907	0.019006615562322794	0.009781558090083117	0.011051915665382004	0.005177255177255177	0.005987271813766536	0.019128377045947564	0.020099633294125813	0.007461264057947336	0.006957365908907048	0.006831092255698568	0.006831829132357699	0.005990004409819193	0.004867061899707461	0.020788941703545845	0.022641100639150653	0.011486646182935477	0.013229887386735376	0.0052450668364099305	0.00580964448801014
Chitinophagales	0.011098384612346439	0.009522775001810414	0.010311606202017175	0.011804586241276184	0.015091283863368679	0.011655990759214509	0.00626329016044847	0.007878032192246667	0.011934011934011972	0.011430246189917921	0.00887398935121278	0.010482252819483869	0.006726030008441576	0.007159614917886909	0.011600872462309137	0.014634497141418854	0.013780684991915348	0.012452429647655748	0.007457793804294387	0.007547033546383576	0.011935712597494687	0.011608719566916609	0.012679821769573456	0.014464341215004641
Deltaproteobacteria_unclassified	0.012046289347920515	0.010319356941125353	0.009671835014300781	0.009451645064805588	0.01177856301531214	0.012023521999369936	0.008196404407500472	0.00804806166402177	0.009520884520884546	0.010383520348350352	0.01166765266548348	0.013215249429184278	0.01026604580235823	0.010395599061564604	0.011433091249011283	0.01326813131494732	0.007937674555343222	0.008025474409092084	0.009971042998415551	0.00989419708951722	0.014322855116993627	0.013664128767043985	0.011508593252705241	0.010949864919788638
Alphaproteobacteria_unclassified	0.009637031478336397	0.007965819393149396	0.007601987054041836	0.007896311066799607	0.012146643109540646	0.012706080016801404	0.009317610670790621	0.01008841532532308	0.008731133731133746	0.010425389382013055	0.012620784855058194	0.013388223898152671	0.011709283010647345	0.009910201440012954	0.011457059993768118	0.012656862392578471	0.013376451565485836	0.013229088461438832	0.008905643883516348	0.01011085833965265	0.011250295438430659	0.013114089685319763	0.006441756842775303	0.007148492600473389
Steroidobacterales	0.018444646313045553	0.015388514736765876	0.004666566310401926	0.006021934197407778	0.011116018845700824	0.010553397038748292	0.017823313357819465	0.021990478349580577	0.00408037908037908	0.0046055937028973365	0.008972589232892925	0.009444406005673566	0.021294556544944596	0.022732788609335815	0.002996093094604636	0.0029844306209773105	0.009407614287814201	0.008776244595749086	0.01368628093755122	0.01505795688441123	0.006783266367289054	0.009032220710418901	0.002316995544239338	0.0035144762952160086
Pirellulales	0.015205971799834085	0.01774205228474191	0.0052687038988408815	0.006699900299102697	0.009570082449941111	0.008453218523574495	0.014343707713125826	0.013035592836091616	0.00759038259038259	0.006824652487020586	0.010747387103135487	0.010101708987753439	0.013370367344715896	0.018930507240514538	0.005249155101747317	0.005645248283053465	0.008121417021902104	0.00696404069692185	0.011173031743430019	0.010869172715126597	0.010966674545024825	0.011145528761254103	0.005957988542329728	0.005188036435795069
Microtrichales	0.009202575141198294	0.010065899051343327	0.003198855938581968	0.0034297108673978097	0.00809776207302709	0.009188281003885319	0.013531799729363993	0.013715710723192042	0.004606879606879607	0.004773069837548144	0.014461315979754169	0.016155815401646748	0.01998747379026773	0.015856322304020714	0.0025886244337384036	0.0016180647945057704	0.004409819197412903	0.004711730136950842	0.016418073539856835	0.016394034593579587	0.007705034270857938	0.006861013808875893	0.0028771483131763216	0.002940684247017474
Solibacterales	0.007701725976539356	0.00651748859439496	0.009370766220081301	0.010049850448654052	0.005153121319199053	0.006195526619762666	0.009356272955731666	0.008104738154613482	0.008336258336258345	0.009043711271143852	0.007066324853743486	0.007541686847021374	0.009530811752852468	0.007645012539438564	0.00973131037127585	0.009780302757901545	0.011245038953402935	0.010976777901467845	0.004480139867781243	0.005416531253385343	0.008461356653273456	0.00752685059201575	0.007638446849140677	0.007961364668754642
KD4-96_or	0.008175678344326389	0.012129770439568397	0.005456871895228059	0.006580259222333004	0.011999411071849236	0.009975847947075497	0.008235066692441515	0.00935162094763093	0.005001755001755002	0.0038938201306313856	0.010385854203641628	0.00999792430637239	0.00590910328676851	0.008049510557398271	0.007478248364133169	0.00640034518715616	0.010399823607232106	0.009915344189297633	0.006856799431787141	0.009280323547466876	0.009714015599149141	0.008887473583649372	0.004481222151495863	0.004972864417720614
Nitrososphaerales	0.0319127927643272	0.04558621189079591	0.0007150383862712629	0.00035892323030907274	0.0009570082449941107	0.0006300535545521368	0.03007925768412913	0.023917479029698468	0.0013162513162513162	0.0013398090772064979	0.0008873989351212778	0.0010032519200166056	0.017318846499469003	0.014764177655529492	0.0006950935979482756	0.0007910538995361548	0.0020211671321475823	0.0018122038988272453	0.006884117357810196	0.006897049795977326	0.0003545261167572678	0.0003473931042468807	0.0010184595798854233	0.0010519520883639753
Corynebacteriales	0.002883210237371142	0.0036932435368238104	0.008806262230919768	0.008693918245264208	0.006625441696113073	0.0067205712485561234	0.0030543205103421615	0.0034005894355021533	0.009959634959634965	0.009839222910735222	0.006376125681982512	0.006849788971147857	0.006562644664106963	0.007078715314294962	0.014788715514968478	0.014418755168818093	0.01028957812729678	0.009760012426541011	0.0036059662350434343	0.0033582493770989057	0.011463011108484992	0.009437512665373597	0.008071292170591974	0.009443660793267503
Tepidisphaerales	0.004739523677870374	0.0059381562748931855	0.007827788649706445	0.00781655034895315	0.006330977620730266	0.0074031292659875935	0.005722018171273914	0.00719791430514624	0.007414882414882414	0.0066153073187070754	0.005850259646355081	0.005500588113194489	0.006535413773384527	0.009020305800501584	0.006950935979482745	0.008018409981661928	0.00981184771424373	0.008750355968622966	0.005736764464841839	0.00595818437872388	0.006168754431576441	0.005268795414411024	0.005703373647358372	0.006479068544241765
Acidobacteriales	0.0009874007662229946	0.0006155405894706351	0.01610718049074214	0.016630109670987037	0.0030918727915194353	0.002730232069725927	0.0018171273922288806	0.0021537066424846974	0.014873639873639894	0.01289566236811254	0.003089462959311116	0.0035286791669549566	0.0029137053073006016	0.0024269881077582725	0.009683372881762178	0.011002840602639239	0.0070557107158606466	0.005721386594868877	0.0015298038572911547	0.002022171667930524	0.003734341763176554	0.0041108184002547525	0.01453851050286439	0.017046405431898032
Subgroup_6_unclassified	0.008570638650815586	0.009305525381997248	0.0029354207436399233	0.0033898305084745788	0.00647820965842167	0.008085687283419084	0.009356272955731664	0.0065744729086375095	0.0032028782028782027	0.0035588678613297617	0.00644185893643593	0.005881131944924926	0.010020967785856308	0.012054040935199423	0.004074686608662303	0.0035956995433461575	0.004520064677348226	0.0043492893571853925	0.011418893077637523	0.00956920521431411	0.007232332781848247	0.007961091972324353	0.003590070019096118	0.002868960240992658
Dongiales	0.007662229945890438	0.005901948004924325	0.0018816799638717448	0.003150548354935195	0.0061101295641931685	0.006300535545521366	0.008196404407500482	0.009521650419406034	0.003685503685503685	0.0043125104672584146	0.008315256688358643	0.008579533660831664	0.014514064755058146	0.012296739745975248	0.0016059058987080849	0.0023372047031750024	0.008746141408202266	0.007274704222435086	0.00529967764847293	0.005633192503520747	0.008225005908768616	0.0085979793301103	0.0013749204328453216	0.0010758600903722475
Pedosphaerales	0.005766420474742293	0.005177782605547107	0.006698780671383403	0.007936191425722841	0.006699057714958769	0.005880499842486604	0.006495263870094711	0.005610972568578564	0.006054756054756054	0.006029140847429232	0.005521593374087938	0.007403307271846671	0.0066171064455518335	0.005096675026292374	0.005033436398935784	0.006328431196289235	0.008488901955019848	0.00867269008724466	0.005545538982680442	0.005127649586538124	0.006381470101630801	0.00691891265958371	0.0046085295989815415	0.005164128433786794
IMCC26256	0.005252972076306332	0.004417408936201028	0.0071503838627126216	0.007218344965104692	0.005962897526501764	0.005722986453848571	0.005722018171273914	0.0029471775107685325	0.0068006318006318	0.00795511639591358	0.006310392427529075	0.006261675776655361	0.00590910328676851	0.005177574629884316	0.006231873636777638	0.0067239581460573124	0.0030868734381890367	0.0033655215263934573	0.010517401518876679	0.00928032354746689	0.006499645473883233	0.006195177025736041	0.007358370464672186	0.006789872570349301
Rubrobacterales	0.00971602353963426	0.008762401332464335	0.001806412765316875	0.0019142572283150547	0.0040488810365135455	0.0034652945500367534	0.007848443843031117	0.007367943776921339	0.003246753246753247	0.003307653659353543	0.005324393610727661	0.005846537051131252	0.013179751109658824	0.012660787962138988	0.003978811629634955	0.004027183488547697	0.007165956195795968	0.0073782587309395	0.008331967437032172	0.007835915213230786	0.0026707634129047512	0.0030975885128680172	0.002978994271164863	0.0030602242570588367
Isosphaerales	0.0020537935937438283	0.002244912738069375	0.008580460635255157	0.008295114656031916	0.004048881036513546	0.00572298645384857	0.0017398028223468008	0.002153706642484697	0.008643383643383658	0.008415675766203305	0.005225793729047515	0.0044281464055905325	0.0027503199629659884	0.004004530377801152	0.010042904053114728	0.011362410556973852	0.0059900044098191866	0.006187381883138746	0.0025132491941211805	0.0023832737514895455	0.004230678326636726	0.0046898069073328915	0.007638446849140676	0.007913548664738094
Subgroup_7	0.0036336348197006183	0.0036570352668549495	0.003951527924130664	0.0048255234297108675	0.0038280329799764436	0.004410374881864957	0.005026097042335198	0.005497619587395151	0.01088101088101089	0.00988109194439792	0.0033195293498981143	0.0038054383173043655	0.004111864499087765	0.004570827602944747	0.004146592842932816	0.005105893351551544	0.010987799500220502	0.010303673596189169	0.0031415614926514767	0.0025638247932690565	0.004537934294493024	0.00460295863127117	0.005143220878421388	0.004446888373538625
Actinobacteria_unclassified	0.003831114972945212	0.004598450286045333	0.0024838175523107056	0.0029910269192422773	0.005521201413427557	0.005512968602331189	0.003866228494104002	0.0040240308320108826	0.004431379431379431	0.004019427231619496	0.007263524617103775	0.008268179616688586	0.005500639925931977	0.005379823638864173	0.0036192804582823954	0.0038473985113803874	0.004556813170659999	0.0049188391539596735	0.008905643883516346	0.008883111255551962	0.007232332781848238	0.007700547144139195	0.004379376193507321	0.004040452339397994
11-24	0.005410956198902011	0.007024404373959012	0.005080535902453709	0.005663010967098705	0.006772673733804471	0.007350624803108258	0.0032476319350473615	0.00311720698254364	0.006186381186381186	0.006154747948417349	0.005784526391901653	0.00515463917525773	0.004057402717642894	0.004651727206536689	0.006423623594832334	0.0069397001186580825	0.006063501396442745	0.005281279933725118	0.00319619734469759	0.0042971147943523655	0.004868825336799806	0.004487160929855543	0.003819223424570338	0.0035144762952160073
Streptomycetales	0.004384059402030097	0.005395032225360272	0.004628932711124489	0.003509471585244268	0.005373969375736159	0.005092932899296438	0.00815774212255944	0.007027884833371122	0.004563004563004563	0.004940545972198961	0.004535594557286528	0.004428146405590534	0.005800179723878768	0.005824771458619854	0.004314374056230674	0.004422710438315774	0.005622519476701454	0.00502239366246408	0.004835272906080972	0.0048748781280468015	0.005766958165918221	0.0063109747271516674	0.004226607256524507	0.005355392449852968
TK10_or	0.004423555432679015	0.0033311608371352015	0.0036504591299111864	0.004466600199401799	0.006919905771495875	0.005722986453848571	0.004484825053160637	0.005327590115620048	0.004475254475254475	0.005484843409814097	0.005160060474594089	0.00515463917525773	0.004411404297034556	0.005137124828088346	0.003595311713525561	0.0040271834885476955	0.008525650448331621	0.00807725166334429	0.005463585204611272	0.0058137435453002664	0.004041597731032852	0.00503720001157977	0.005015913430935711	0.00514022043177852
Rhodospirillales	0.006832813302263122	0.00572090665508002	0.0013548095739876562	0.0013160518444666	0.002502944640753829	0.0023627008295705135	0.016354146530059944	0.01904330083881204	0.0013162513162513164	0.0009211187405794674	0.0031551962137645437	0.0032865149103992243	0.012825749530267154	0.010880996683116257	0.000551281129407253	0.001006795872136924	0.0026826400117595183	0.0024335309498537297	0.008796372179424135	0.008847001047196048	0.001276294020326164	0.001360622991633616	0.0012476129853596436	0.0015779281325459633
Pseudonocardiales	0.009360559263793975	0.008472735172713448	0.0022956495559235293	0.0018344965104685937	0.003165488810365136	0.0019951695894151003	0.00761647013338488	0.006971208342779425	0.0028957528957528956	0.0030564394573773233	0.0028265299414974043	0.002698401715906731	0.011382512321978077	0.011892241728015535	0.003691186692552911	0.0033799575707453874	0.0052917830368954845	0.006368602273021464	0.006310440911326015	0.006066515003791577	0.0027180335618057203	0.002258055177604723	0.002164226607256525	0.0021278121787362226
Armatimonadetes_order	0.005094987953710654	0.005974364544862046	0.003085955140749663	0.003748753738783652	0.0072143698468786766	0.006195526619762671	0.004484825053160639	0.004760825209703017	0.0029835029835029833	0.003182046558365435	0.00552159337408794	0.005984916626305953	0.004738174985703782	0.006067470269395685	0.002636561923252077	0.004135054474848081	0.006026752903130964	0.00463406425557253	0.00743047587827133	0.0070414906294009386	0.004136138028834789	0.004487160929855543	0.003208147676639084	0.0034188442871829175
Frankiales	0.0026857300841265433	0.0027880367876022883	0.007300918259822364	0.00729810568295115	0.004343345111896348	0.003570303475795443	0.002474386236226561	0.002153706642484697	0.007283257283257283	0.007159604756322223	0.0025964635509104065	0.0025254272469383515	0.004220788061977507	0.0036809319634333805	0.005608686273099876	0.006544173168890006	0.005291783036895485	0.0048411732725813575	0.0029776539365131403	0.0029249268768280785	0.004608839517844478	0.0052108965637032096	0.009089751750477385	0.008869868745068966
Entotheonellales	0.006990797424858806	0.006481280324426099	0.0054945054945054915	0.005862412761714857	0.005005889281507654	0.00488291504777906	0.004716798762806878	0.004704148719111317	0.0042997542997543	0.004647462736560038	0.005357260237954376	0.005846537051131252	0.003757862919696103	0.004004530377801151	0.004554061503799044	0.004890151378950774	0.0030501249448772615	0.0031584125093846284	0.0028137463803748013	0.003719351460657927	0.005436067123611435	0.005992531048258694	0.004710375556970083	0.005522748463910872
Azospirillales	0.004621035585923616	0.003910493156636976	0.004064428721962968	0.004187437686939184	0.004637809187279152	0.005722986453848576	0.0035569302145756813	0.0041940603037859915	0.006054756054756054	0.005066153073187068	0.004239794912246102	0.004082197467653774	0.004356942515589685	0.003478682954453524	0.004578030248555882	0.004422710438315774	0.008268410995149205	0.008931576358505696	0.0030869256406053647	0.0028165962517603723	0.004443393996691084	0.005210896563703211	0.00478676002546149	0.005020680421737158
SBR1031	0.005371460168253093	0.005358823955391411	0.0032741231371368387	0.004346959122632107	0.005226737338044757	0.008400714060695149	0.006108641020684313	0.006177737474495589	0.003115128115128115	0.0036426059286551694	0.007263524617103778	0.004808690237320969	0.003240475995969828	0.004206779386781006	0.0028522806260636107	0.00417101147028154	0.004483316184036454	0.004867061899707466	0.003687920013112603	0.0038276820857256334	0.00425431340108721	0.0042266161016703795	0.003615531508593254	0.0027255122289430254
Thermomicrobiales	0.004384059402030097	0.006770946484176986	0.002596718350143009	0.002113659022931207	0.0058156654888103605	0.004042843641709545	0.005296733036922479	0.00748129675810475	0.0016233766233766233	0.001884106514821637	0.005587326628541369	0.005881131944924927	0.005664025270266591	0.008049510557398273	0.002684499412765752	0.003020387616410772	0.00437307070410113	0.003909182696041631	0.006501666393487413	0.007763694796518989	0.0031198298274639578	0.0036765770199461488	0.0018077657542966267	0.0019604561646783185
Blastocatellales	0.006161380781231487	0.005684698385111159	0.004628932711124491	0.0048654037886341015	0.004416961130742047	0.003780321327312822	0.00421418905857336	0.0048175017002947225	0.005308880308880309	0.004270641433595713	0.002596463550910406	0.002905971078668788	0.004901560330038395	0.0053393738370682	0.004242467821960163	0.00503397936068462	0.003968837277671617	0.0032878556450151464	0.005026498388242369	0.004044343335861049	0.0035688962420231635	0.0038792229974234974	0.0034118395926161687	0.004375164367513811
Elsterales	0.0023697618389351863	0.0021362879281627925	0.005193436700286011	0.0051445663010967115	0.0031654888103651363	0.0034127900871574086	0.001971776531993041	0.002777148038993425	0.007985257985257987	0.009713615809747105	0.0033195293498981143	0.00297516086625614	0.0032132451052473924	0.0024674379095542434	0.007430310874619493	0.007586926036460391	0.005328531530207258	0.004064514458798251	0.0013385783751297604	0.002094392084642328	0.003592531316473648	0.004545059780563353	0.0059325270528325915	0.006646424558299665
Subgroup_5_or	0.0037521229116473783	0.002824245057571149	0.005795574288724974	0.007298105682951148	0.003018256772673734	0.0039903391788302005	0.0018557896771699209	0.001416912264792564	0.006318006318006318	0.007536426059286549	0.002826529941497404	0.0028021863972877595	0.0020423168041826647	0.0023865383059623007	0.00548884254931569	0.0065441731688900065	0.0033073643980596813	0.004323400730059287	0.0016937114134294928	0.001913841042862817	0.006192389506026939	0.007266305763830587	0.005525143220878422	0.005905276496043232
Clostridiales	0.0027252261147754616	0.002534578897820262	0.004327863916905012	0.005184446660019947	0.008244994110718487	0.007823164969022347	0.0034022810748115216	0.003513942416685558	0.0021937521937521937	0.0018422374811589337	0.005554460001314653	0.004947069812495673	0.0011436974103422922	0.000768546234123453	0.002444811965197381	0.0027686886483765396	0.011980008819638418	0.011598104952494317	0.00202152652570617	0.0020221716679305235	0.0032380051997163814	0.003705526445300054	0.0021896880967536606	0.001960456164678319
Gammaproteobacteria_Incertae_Sedis	0.005331964137604171	0.005431240495329133	0.003575191931356317	0.0035094715852442685	0.00345995288574794	0.0028352409954846163	0.0036729170693988017	0.0036272953978689635	0.004957879957879958	0.004145034332607602	0.0020377308880562685	0.002075693627620563	0.005718487051711462	0.0051371248280883425	0.003739124182066583	0.003847398511380388	0.00437307070410113	0.004608175628446424	0.003168879418674534	0.0024554941682013503	0.0040652328054833365	0.004342413803086009	0.004124761298535965	0.0040882683434145415
Desulfuromonadales	0.009992495754176697	0.007422695343616482	0.004478398314014751	0.004785643070787639	0.004564193168433451	0.003727816864433477	0.0037889039242219214	0.003230559963727046	0.004914004914004914	0.004521855635571929	0.005160060474594094	0.005708157475956547	0.0008441576123955014	0.0007685462341234529	0.0027324369022794274	0.0031282586027111562	0.004483316184036452	0.004116291713050458	0.001201988745014479	0.0012277470841006752	0.0020798865516426374	0.0020554092001273767	0.004430299172501592	0.004088268343414543
Propionibacteriales	0.005529444290848771	0.005793323195017742	0.001731145566762006	0.0020737786640079767	0.0029446407538280335	0.0025727186810878926	0.0051420838971583185	0.0052142371344366415	0.003773253773253773	0.0039775581979567915	0.0019062643791494121	0.001971908946239535	0.006644337336274269	0.006067470269395683	0.002900218115577287	0.0035237855524792336	0.005034543583713064	0.0045822870013203214	0.003578648309020378	0.003936012710793341	0.003710706688726071	0.0035318298931766184	0.003208147676639084	0.0033232122791498303
Chloroflexales	0.0032386745132114182	0.003512202186979506	0.002935420743639924	0.002751744765702894	0.007287985865724376	0.005933004305365948	0.002397061666344481	0.002380412604851507	0.0032028782028782027	0.003056439457377325	0.00575165976467494	0.006469245139417419	0.0030770906516352147	0.0031550845400857555	0.003115936818388818	0.0028046456438100015	0.0055122739967661235	0.0054883889507339485	0.0024586133420750685	0.0028888166684721767	0.003427085795320257	0.0036476275945922427	0.0030808402291534064	0.0038970043273483593
Micrococcales	0.008333662466922066	0.007603736693460786	0.0029730543429173574	0.002711864406779662	0.002355712603062426	0.002310196366691169	0.008621689541851921	0.006121060983903879	0.004606879606879607	0.005359236308825991	0.00082166568066785	0.0012800110703660135	0.003049859760912779	0.003074184936493812	0.0036911866925529095	0.0033440005753119263	0.0015066882257827431	0.0018380925259533492	0.0034147407528820404	0.003213808543675297	0.002647128338454267	0.0024028023043742566	0.004252068746021642	0.004901140411695794
Tistrellales	0.0029227062680200616	0.002534578897820262	0.002747252747252748	0.002831505483549354	0.005447585394581859	0.004410374881864955	0.0029383336555190414	0.004024030832010882	0.002808002808002808	0.003475129794004355	0.006178925918622225	0.006088701307686983	0.004983253002205702	0.004813526413720575	0.0012943122168692022	0.002409118694041925	0.004115831250918712	0.0038315168146633217	0.004999180462219311	0.005235980211605825	0.0025998581895532984	0.0032712850649914563	0.0023424570337364737	0.0025342482128768488
Desulfarculales	0.004028595126189818	0.0033311608371352015	0.0035375583320788806	0.003549351944167499	0.006036513545347468	0.006143022156883332	0.0027063599458728013	0.0022670596236681025	0.0038610038610038607	0.0044799866019092265	0.0039111286399789655	0.004601120874558913	0.0023418566021294555	0.002588787314942157	0.0034754679897413764	0.00409909747941462	0.004226076730854034	0.0034690760348978695	0.002349341637982844	0.001733290001083306	0.0036634365398251012	0.004979301160871958	0.0023424570337364737	0.002558156214885121
Subgroup_17_or	0.003001698329317901	0.003946701426605837	0.0035375583320788823	0.00239282153539382	0.005668433451118962	0.004830410584899716	0.0036729170693988017	0.003287236454318748	0.0020182520182520183	0.0019259755484843405	0.005653059882994803	0.004947069812495675	0.00334939955885957	0.004287678990372949	0.0024208432204405454	0.0019776347488403867	0.0037115978244891975	0.0026924172211147653	0.00289570015844397	0.003286028960387101	0.003828882060978492	0.0039660712734852195	0.0016804583068109487	0.0021039041767279506
