	ca4a	ca4b	ca5a	ca5b	ca6a	ca6b	cb4a	cb4b	cb5a	cb5b	cb6a	cb6b	wa4a	wa4b	wa5a	wa5b	wa6a	wa6b	wb4a	wb4b	wb5a	wb5b	wb6a	wb6b
KD4-96_fa	0.008175678344326389	0.012129770439568397	0.005456871895228059	0.006580259222333004	0.011999411071849236	0.009975847947075497	0.008235066692441515	0.00935162094763093	0.005001755001755002	0.0038938201306313856	0.010385854203641628	0.00999792430637239	0.00590910328676851	0.008049510557398271	0.007478248364133169	0.00640034518715616	0.010399823607232106	0.009915344189297633	0.006856799431787141	0.009280323547466876	0.009714015599149141	0.008887473583649372	0.004481222151495863	0.004972864417720614
Nitrososphaeraceae	0.0319127927643272	0.04558621189079591	0.0007150383862712629	0.00035892323030907274	0.0009570082449941107	0.0006300535545521368	0.03007925768412913	0.023917479029698468	0.0013162513162513162	0.0013398090772064979	0.0008873989351212778	0.0010032519200166056	0.017318846499469003	0.014764177655529492	0.0006950935979482756	0.0007910538995361548	0.0020211671321475823	0.0018122038988272453	0.006884117357810196	0.006897049795977326	0.0003545261167572678	0.0003473931042468807	0.0010184595798854233	0.0010519520883639753
Planococcaceae	0.003673130850349539	0.003548410456948367	0.01990817401776307	0.020019940179461616	0.00633097762073027	0.006563057859918092	0.005528706746568721	0.0043640897755610995	0.011363636363636367	0.01055099648300117	0.005587326628541378	0.006711409395973153	0.0066171064455518335	0.005662972251435969	0.006351717360561827	0.006220560209988854	0.012641481699250333	0.012348875139151366	0.00267715675025952	0.0023471635431336437	0.008650437248877336	0.007903193121616536	0.004914067472947168	0.006359528534200399
Gaiellales_unclassified	0.003752122911647375	0.004670866825983055	0.00888152942947464	0.008853439680957134	0.006183745583038865	0.007403129265987599	0.0053353953218635165	0.005554296077986861	0.008336258336258345	0.009755484843409806	0.00985998816801422	0.007610876634608728	0.006480951991939656	0.005258474233476258	0.00949162292370748	0.008485850922296931	0.004520064677348225	0.004426955238563702	0.013740916789597298	0.012855234174701215	0.007610493973055994	0.008105839099093888	0.010515595162316944	0.00910894876515168
Mycobacteriaceae	0.0026067380228287046	0.003150119487290897	0.008693361433087462	0.008614157527417747	0.006478209658421672	0.006248031082642023	0.0027063599458728013	0.0030038540013602355	0.009784134784134788	0.009629877742421708	0.006343259054755798	0.006815194077354181	0.00615418130327043	0.00639106868376345	0.014525059322643271	0.014059185214483478	0.010142584154049682	0.0096564579180366	0.003360104900835928	0.003249918752031199	0.011297565587331599	0.009205917262542341	0.007867600254614894	0.009300212781217872
Hyphomicrobiaceae	0.01173032110272917	0.01267289448910131	0.004704199909679359	0.005423728813559324	0.006551825677267371	0.0069830935629528485	0.012526580320896962	0.011165268646565408	0.005747630747630747	0.006866521520683301	0.0076250575165976425	0.00864872344841902	0.009721427987909493	0.010233799854380714	0.00467390522758323	0.005429506310452698	0.004814052623842421	0.005514277577860049	0.005490903130634324	0.005235980211605824	0.00933585440794139	0.009032220710418901	0.004073838319541693	0.004566428383579987
Methyloligellaceae	0.0036731308503495396	0.002932869867477732	0.010085804606352555	0.009332003988035893	0.007582449941107184	0.008348209597815813	0.002165087956698241	0.001813647698934482	0.012021762021762025	0.012351364930497403	0.007394991126010647	0.007126548121497267	0.0015793916619012607	0.0014561928646549633	0.009970997818844227	0.010067958721369242	0.006651477289431132	0.008387915188857533	0.00611921542916462	0.005199870003249921	0.00888678799338218	0.007990041397678256	0.010006365372374273	0.011667104980036815
Burkholderiaceae	0.008452150558868825	0.007567528423491925	0.004930001505343965	0.00478564307078764	0.009275618374558304	0.009188281003885326	0.006920549004446157	0.0068578553615960165	0.004519129519129519	0.0041869033662703045	0.008676789587852502	0.009409811111879897	0.006780491789886447	0.005784321656823884	0.006759186021428056	0.007083528100391928	0.011833014846391304	0.010899112020089556	0.006392394689395185	0.006030404795435675	0.006594185771685173	0.006832064383521988	0.0054996817313812865	0.005498840461902602
Rhizobiales_unclassified	0.008254670405624234	0.007965819393149396	0.00816649104320337	0.007417746759720843	0.003386336866902239	0.005512968602331193	0.008157742122559427	0.007367943776921349	0.005747630747630747	0.007745771227600057	0.006507592190889356	0.005881131944924927	0.006753260899164011	0.005339373837068203	0.0070707797032669335	0.0054654633058861595	0.005071292077024833	0.006446268154399778	0.006747527727694923	0.006969270212689139	0.007752304419758897	0.006687317256752456	0.009802673456397145	0.007961364668754632
Myxococcales_unclassified	0.008570638650815586	0.007277862263741038	0.004628932711124488	0.004905284147557332	0.010968786808009431	0.011025937204662384	0.005296733036922477	0.00668782588982091	0.005308880308880309	0.006489700217718967	0.010188654440281346	0.010101708987753436	0.0034038613403044415	0.0036404821616374096	0.003978811629634955	0.00435079644744885	0.007937674555343223	0.007585367747948333	0.005354313500519051	0.005452641461741247	0.007799574568659874	0.009379613814665785	0.0041756842775302365	0.004040452339397997
Paenibacillaceae	0.004384059402030097	0.0032949525671663407	0.006435345476441362	0.007776669990029919	0.00662544169611307	0.006090517694003984	0.0027836845157548813	0.0024937655860349127	0.00925763425763428	0.01038352034835035	0.006639058699796216	0.008129800041513875	0.002015085913460229	0.0023056387023703577	0.011265310035713417	0.013591744273848471	0.010289578127296787	0.009035130867010101	0.002322023711959787	0.001769400209439208	0.0067359962183880726	0.007092609211707146	0.007511139401654999	0.010017452841466015
Subgroup_6_unclassified	0.008570638650815586	0.009305525381997248	0.0029354207436399233	0.0033898305084745788	0.00647820965842167	0.008085687283419084	0.009356272955731664	0.0065744729086375095	0.0032028782028782027	0.0035588678613297617	0.00644185893643593	0.005881131944924926	0.010020967785856308	0.012054040935199423	0.004074686608662303	0.0035956995433461575	0.004520064677348226	0.0043492893571853925	0.011418893077637523	0.00956920521431411	0.007232332781848247	0.007961091972324353	0.003590070019096118	0.002868960240992658
WD2101_soil_group	0.004581539555274695	0.005648490115142298	0.007338551859099794	0.007337986041874385	0.005668433451118959	0.007193111414470215	0.0054513821766866335	0.006631149399229211	0.007283257283257283	0.0062803550494054524	0.00558732662854137	0.005293018750432433	0.006344797538327478	0.008696707386133814	0.006543467318616516	0.007658840027327312	0.00929736880787889	0.008310249307479218	0.005545538982680443	0.005705412920232562	0.005861498463720144	0.004689806907332885	0.005270528325907067	0.006192172520142499
Rhizobiales_Incertae_Sedis	0.008215174374975312	0.00695198783402129	0.0066235134728285395	0.006061814556331009	0.005815665488810365	0.005040428436417093	0.004678136477865842	0.005497619587395152	0.007195507195507195	0.00795511639591358	0.004436994675606386	0.0064000553518300685	0.009176810173460783	0.006916916107111077	0.005752498741640898	0.004854194383517313	0.006026752903130971	0.005566054832112256	0.004234278533573732	0.005091539378182216	0.008744977546679274	0.008713777031525927	0.007103755569700828	0.007148492600473379
Nitrosomonadaceae	0.013784114696472994	0.011333188500253458	0.0013171759747102217	0.001714855433698903	0.004048881036513545	0.004987923973537748	0.010709452928668074	0.011221945137157114	0.0032467532467532465	0.0032239155920281365	0.005883126273581802	0.007299522590465646	0.010810663616806927	0.009910201440012945	0.0023249682414131965	0.002768688648376541	0.00657798030280758	0.005876718357625498	0.009533956182046652	0.010327519589788036	0.005246986528007558	0.005963581622904783	0.002036919159770847	0.0030841322590671088
Dongiaceae	0.007662229945890438	0.005901948004924325	0.0018816799638717448	0.003150548354935195	0.0061101295641931685	0.006300535545521366	0.008196404407500482	0.009521650419406034	0.003685503685503685	0.0043125104672584146	0.008315256688358643	0.008579533660831664	0.014514064755058146	0.012296739745975248	0.0016059058987080849	0.0023372047031750024	0.008746141408202266	0.007274704222435086	0.00529967764847293	0.005633192503520747	0.008225005908768616	0.0085979793301103	0.0013749204328453216	0.0010758600903722475
Pedosphaeraceae	0.005766420474742293	0.005177782605547107	0.006698780671383403	0.007936191425722841	0.006699057714958769	0.005880499842486604	0.006495263870094711	0.005610972568578564	0.006054756054756054	0.006029140847429232	0.005521593374087938	0.007403307271846671	0.0066171064455518335	0.005096675026292374	0.005033436398935784	0.006328431196289235	0.008488901955019848	0.00867269008724466	0.005545538982680442	0.005127649586538124	0.006381470101630801	0.00691891265958371	0.0046085295989815415	0.005164128433786794
IMCC26256_fa	0.005252972076306332	0.004417408936201028	0.0071503838627126216	0.007218344965104692	0.005962897526501764	0.005722986453848571	0.005722018171273914	0.0029471775107685325	0.0068006318006318	0.00795511639591358	0.006310392427529075	0.006261675776655361	0.00590910328676851	0.005177574629884316	0.006231873636777638	0.0067239581460573124	0.0030868734381890367	0.0033655215263934573	0.010517401518876679	0.00928032354746689	0.006499645473883233	0.006195177025736041	0.007358370464672186	0.006789872570349301
Unknown_Family	0.007859710099135038	0.008002027663118257	0.0048171007075116625	0.004905284147557331	0.006551825677267369	0.00504042843641709	0.006881886719505119	0.005781002040353667	0.006625131625131625	0.0051080221068497715	0.004502727930059813	0.004220577042828477	0.008958963047681305	0.008656257584337839	0.00457803024855588	0.004890151378950773	0.007753932088784356	0.007430035985191707	0.007184614544063818	0.005019318961470414	0.0064051051760812975	0.00657151955533683	0.004659452577975813	0.004805508403662707
Rubrobacteriaceae	0.00971602353963426	0.008762401332464335	0.001806412765316875	0.0019142572283150547	0.0040488810365135455	0.0034652945500367534	0.007848443843031117	0.007367943776921339	0.003246753246753247	0.003307653659353543	0.005324393610727661	0.005846537051131252	0.013179751109658824	0.012660787962138988	0.003978811629634955	0.004027183488547697	0.007165956195795968	0.0073782587309395	0.008331967437032172	0.007835915213230786	0.0026707634129047512	0.0030975885128680172	0.002978994271164863	0.0030602242570588367
Isosphaeraceae	0.0020537935937438283	0.002244912738069375	0.008580460635255157	0.008295114656031916	0.004048881036513546	0.00572298645384857	0.0017398028223468008	0.002153706642484697	0.008643383643383658	0.008415675766203305	0.005225793729047515	0.0044281464055905325	0.0027503199629659884	0.004004530377801152	0.010042904053114728	0.011362410556973852	0.0059900044098191866	0.006187381883138746	0.0025132491941211805	0.0023832737514895455	0.004230678326636726	0.0046898069073328915	0.007638446849140676	0.007913548664738094
Microtrichales_family	0.004463051463327934	0.003838076616699254	0.0015053439710973964	0.0011964107676969093	0.005668433451118962	0.00567048199096923	0.006224627875507439	0.006461119927454096	0.0015795015795015794	0.0016328923128454192	0.009958588049694347	0.011969833252611922	0.0159300710726248	0.012498988754955103	0.0009108123007598093	0.0007191399086692315	0.0021314126120829053	0.0023299764413493166	0.012347702562421457	0.011591376882244616	0.003876152209879462	0.003358133341053177	0.0007638446849140676	0.0008367800702895257
Subgroup_7_fa	0.0036336348197006183	0.0036570352668549495	0.003951527924130664	0.0048255234297108675	0.0038280329799764436	0.004410374881864957	0.005026097042335198	0.005497619587395151	0.01088101088101089	0.00988109194439792	0.0033195293498981143	0.0038054383173043655	0.004111864499087765	0.004570827602944747	0.004146592842932816	0.005105893351551544	0.010987799500220502	0.010303673596189169	0.0031415614926514767	0.0025638247932690565	0.004537934294493024	0.00460295863127117	0.005143220878421388	0.004446888373538625
Actinobacteria_unclassified	0.003831114972945212	0.004598450286045333	0.0024838175523107056	0.0029910269192422773	0.005521201413427557	0.005512968602331189	0.003866228494104002	0.0040240308320108826	0.004431379431379431	0.004019427231619496	0.007263524617103775	0.008268179616688586	0.005500639925931977	0.005379823638864173	0.0036192804582823954	0.0038473985113803874	0.004556813170659999	0.0049188391539596735	0.008905643883516346	0.008883111255551962	0.007232332781848238	0.007700547144139195	0.004379376193507321	0.004040452339397994
11-24_fa	0.005410956198902011	0.007024404373959012	0.005080535902453709	0.005663010967098705	0.006772673733804471	0.007350624803108258	0.0032476319350473615	0.00311720698254364	0.006186381186381186	0.006154747948417349	0.005784526391901653	0.00515463917525773	0.004057402717642894	0.004651727206536689	0.006423623594832334	0.0069397001186580825	0.006063501396442745	0.005281279933725118	0.00319619734469759	0.0042971147943523655	0.004868825336799806	0.004487160929855543	0.003819223424570338	0.0035144762952160073
Streptomycetaceae	0.004384059402030097	0.005395032225360272	0.004628932711124489	0.003509471585244268	0.005373969375736159	0.005092932899296438	0.00815774212255944	0.007027884833371122	0.004563004563004563	0.004940545972198961	0.004535594557286528	0.004428146405590534	0.005800179723878768	0.005824771458619854	0.004314374056230674	0.004422710438315774	0.005622519476701454	0.00502239366246408	0.004835272906080972	0.0048748781280468015	0.005766958165918221	0.0063109747271516674	0.004226607256524507	0.005355392449852968
TK10_fa	0.004423555432679015	0.0033311608371352015	0.0036504591299111864	0.004466600199401799	0.006919905771495875	0.005722986453848571	0.004484825053160637	0.005327590115620048	0.004475254475254475	0.005484843409814097	0.005160060474594089	0.00515463917525773	0.004411404297034556	0.005137124828088346	0.003595311713525561	0.0040271834885476955	0.008525650448331621	0.00807725166334429	0.005463585204611272	0.0058137435453002664	0.004041597731032852	0.00503720001157977	0.005015913430935711	0.00514022043177852
Xiphinematobacteraceae	0.0008294166436273155	0.00039829096965746975	0.004290230317627577	0.005623130608175474	0.004416961130742048	0.004515383807623647	0.0007345834138797603	0.0005100884153253231	0.007151632151632152	0.005777926645453022	0.007197791362650364	0.009375216218086213	0.002478011055741633	0.003519132756249495	0.006807123510941732	0.00819819495882924	0.003417609877995002	0.003805628187537215	0.0050811342402884785	0.00584985375365616	0.006003308910423066	0.005558289667950091	0.007281985996180776	0.009348028785234417
Pseudonocardiaceae	0.009360559263793975	0.008472735172713448	0.0022956495559235293	0.0018344965104685937	0.003165488810365136	0.0019951695894151003	0.00761647013338488	0.006971208342779425	0.0028957528957528956	0.0030564394573773233	0.0028265299414974043	0.002698401715906731	0.011382512321978077	0.011892241728015535	0.003691186692552911	0.0033799575707453874	0.0052917830368954845	0.006368602273021464	0.006310440911326015	0.006066515003791577	0.0027180335618057203	0.002258055177604723	0.002164226607256525	0.0021278121787362226
Armatimonadetes_family	0.005094987953710654	0.005974364544862046	0.003085955140749663	0.003748753738783652	0.0072143698468786766	0.006195526619762671	0.004484825053160639	0.004760825209703017	0.0029835029835029833	0.003182046558365435	0.00552159337408794	0.005984916626305953	0.004738174985703782	0.006067470269395685	0.002636561923252077	0.004135054474848081	0.006026752903130964	0.00463406425557253	0.00743047587827133	0.0070414906294009386	0.004136138028834789	0.004487160929855543	0.003208147676639084	0.0034188442871829175
Entotheonellaceae	0.006990797424858806	0.006481280324426099	0.0054945054945054915	0.005862412761714857	0.005005889281507654	0.00488291504777906	0.004716798762806878	0.004704148719111317	0.0042997542997543	0.004647462736560038	0.005357260237954376	0.005846537051131252	0.003757862919696103	0.004004530377801151	0.004554061503799044	0.004890151378950774	0.0030501249448772615	0.0031584125093846284	0.0028137463803748013	0.003719351460657927	0.005436067123611435	0.005992531048258694	0.004710375556970083	0.005522748463910872
Rhodopirillaceae	0.006635333149018523	0.005576073575204577	0.0012419087761553515	0.0012761714855433698	0.002282096584216726	0.002310196366691169	0.01616083510535474	0.01898662434822034	0.0013162513162513164	0.0009211187405794674	0.0030565963320844016	0.0031827302290181963	0.012635133295210101	0.0106787476741364	0.0005033436398935787	0.000934881881270001	0.0024254005585770985	0.0022005333057187977	0.008796372179424135	0.008810890838840145	0.001134483573623257	0.0011869264395101757	0.0011712285168682369	0.0015062041265211466
Acidobacteriales_family	7.899206129783957e-05	3.620826996886089e-05	0.013548095739876562	0.013718843469591228	0.0018404004711425207	0.0013651160348629634	0.0	0.0	0.011275886275886285	0.009881091944397923	0.001281798461841846	0.00131460596415969	0.00013615445361217767	0.0001213494053879136	0.007190623427051125	0.007586926036460392	0.003270615904747906	0.002873637610997489	0.0004644047423919576	0.000505542916982631	0.0028598440085086272	0.0028659931100367643	0.01227243793761934	0.014296985200946747
Blastocatellaceae	0.006161380781231487	0.005684698385111159	0.004628932711124491	0.0048654037886341015	0.004416961130742047	0.003780321327312822	0.00421418905857336	0.0048175017002947225	0.005308880308880309	0.004270641433595713	0.002596463550910406	0.002905971078668788	0.004901560330038395	0.0053393738370682	0.004242467821960163	0.00503397936068462	0.003968837277671617	0.0032878556450151464	0.005026498388242369	0.004044343335861049	0.0035688962420231635	0.0038792229974234974	0.0034118395926161687	0.004375164367513811
Haliangiaceae	0.004660531616572534	0.004163951046419002	0.002709619147975314	0.0034695912263210393	0.004858657243816253	0.004200357030347578	0.00421418905857336	0.005384266606211751	0.003773253773253773	0.00393568916429409	0.004338394793926244	0.005120044281464053	0.006426490210494785	0.0065528678909473415	0.0027803743917930997	0.004278882456581925	0.005843010436572094	0.005022393662464084	0.004097688903458451	0.0033221391687430026	0.004750649964547379	0.005529340242596186	0.002240611075747932	0.002414708202835488
