	S1S202009a	S1S202009b	S1U202009a	S1U202009b	S2S202009a	S2S202009b	S2U202009a	S2U202009b	S3S202009a	S3S202009b	S3U202009a	S3U202009b	S4S202009a	S4S202009b	S4U202009a	S4U202009b	S5S202009a	S5S202009b	S5U202009a	S5U202009b	S6S202009a	S6S202009b	S6U202009a	S6U202009b	S7S202009a	S7S202009b	S7U202009a	S7U202009b	S8S202009a	S8S202009b	S8U202009a	S8U202009b	soils1202009a	soils1202009b	soils2202009a	soils2202009b	soils3202009a	soils3202009b	soils4202009a	soils4202009b	soils5202009a	soils5202009b	soils6202009a	soils6202009b	soils7202009a	soils7202009b	soils8202009a	soils8202009b
Rokubacteriales_ge	0.010851419031719533	0.009828009828009828	0.03257328990228013	0.05714285714285714	0.011407472721260883	0.009939702280007538	0.020335536349771224	0.01748251748251747	0.00931098696461825	0.019920318725099598	0.020449620801733476	0.03157290470723307	0.0	0.02543035993740219	0.02565747273893522	0.02114164904862579	0.0	0.014430014430014432	0.03108808290155441	0.013574660633484165	0.016033100594776313	0.011203751954142784	0.02078521939953811	0.022397891963109356	0.006006006006006006	0.014300306435137895	0.018245341614906836	0.01771233461374306	0.005766062602965403	0.007676203768318212	0.018886679920477135	0.015951742627345847	0.007124923661532199	0.007674480452870336	0.00649380985750993	0.006220041086509927	0.00793079265566239	0.008089598878553789	0.005689855710288898	0.004865198405164228	0.007051767884799157	0.010215482841181163	0.00951389921213022	0.006183671764017714	0.00584011074580377	0.0049310082112926455	0.003712723062796918	0.004992862413538655
Comamonadaceae_unclassified	0.010851419031719533	0.0171990171990172	0.02745463006049325	0.0	0.009919541496748589	0.01201243640474845	0.024148449415353327	0.021455816910362357	0.005586592178770951	0.0099601593625498	0.01652221018418202	0.012629161882893224	0.0	0.01799687010954616	0.010262989095574085	0.0102184637068358	0.020134228187919462	0.0101010101010101	0.02461139896373057	0.03846153846153846	0.010343935867597619	0.01393955184992183	0.017551963048498848	0.011857707509881424	0.03803803803803804	0.018386108273748727	0.02445652173913044	0.023260776781903532	0.019082921471718826	0.019539427773900917	0.020874751491053674	0.02077747989276141	0.003460677207029926	0.0042931499563086525	0.003316982013548235	0.0035380050216845477	0.003271157801593686	0.0032319456410106725	0.0035207946936594253	0.0025393962407442546	0.005206445447655453	0.003405160947060389	0.005723204994797084	0.005661402189354054	0.009971448347464955	0.009375264539067115	0.006547167551598858	0.007020350741688318
Planococcaceae_unclassified	0.01001669449081803	0.0085995085995086	0.0046533271288971625	0.02857142857142857	0.013005621073514823	0.012860373092142455	0.011184544992374175	0.00778766687857597	0.002482929857231533	0.0	0.005010834236186349	0.002296211251435132	0.0	0.004694835680751174	0.005772931366260422	0.009866102889358705	0.0	0.0101010101010101	0.0051813471502590676	0.004524886877828055	0.0036203775536591673	0.006774361646690984	0.005542725173210162	0.0013175230566534915	0.002002002002002002	0.0010214504596527069	0.002135093167701863	0.0036278275714895433	0.0034321801208127404	0.005931612002791346	0.0023856858846918495	0.0036193029490616626	0.032774648843048114	0.025416967440446803	0.035459004905395906	0.03207030358365668	0.02366059031454885	0.023767455670263712	0.03011536889755118	0.03467343838997539	0.017925989389395977	0.0163341314179303	0.021257618552103463	0.02960223949193615	0.01596296937186364	0.01477186150850757	0.024392191305042128	0.02004730806099025
Nitrososphaeraceae_ge	0.001669449081803005	0.0012285012285012285	0.016286644951140062	0.0	0.007715198941915574	0.008997550405125307	0.020589730554143364	0.020820089001907186	0.0031036623215394167	0.00597609561752988	0.014355362946912241	0.015212399540757749	0.0	0.013693270735524258	0.014753046824887749	0.01620859760394644	0.03355704697986577	0.001443001443001443	0.010362694300518135	0.004524886877828055	0.010861132660977501	0.007686294945284002	0.017090069284064667	0.017127799736495388	0.003003003003003003	0.003064351378958121	0.012228260869565218	0.01045667947076398	0.004255903349807798	0.006978367062107467	0.007355864811133201	0.008176943699731903	0.015742688471194952	0.01485505869837772	0.01714552674608737	0.02259758046108193	0.022154445715253934	0.01846200273547208	0.022319323504448162	0.024776912853616846	0.008732329390055025	0.007661612130885875	0.011892374015162775	0.021977103701846742	0.013778335352137044	0.011936002708880036	0.015888857838636274	0.017178481038846463
Gaiellales_genus	0.004173622704507512	0.0012285012285012285	0.003257328990228013	0.0	0.0027554281935412766	0.004333898624458261	0.0033045246568378242	0.003814367450731087	0.0006207324643078833	0.00199203187250996	0.0044691224268689055	0.004018369690011481	0.0	0.005086071987480439	0.008338678640153944	0.005285412262156447	0.020134228187919462	0.005772005772005772	0.0025906735751295338	0.0022624434389140274	0.011636927851047325	0.006383533090151122	0.0064665127020785244	0.006587615283267458	0.005005005005005005	0.006128702757916241	0.005046583850931678	0.003414425949637217	0.009060955518945634	0.004535938590369853	0.006163021868787275	0.0072386058981233235	0.020628350410531324	0.022757494016184848	0.027563653352020583	0.025279616525907277	0.022338007088292946	0.024818811481194903	0.03256735091634965	0.03343933928232406	0.020232642435825586	0.02117584463953181	0.025568604132599954	0.023585693991810788	0.019510295898944437	0.022983154152205157	0.024152660784861703	0.02341955905576991
Pseudomonas	0.005843071786310518	0.01597051597051597	0.043741275011633315	0.05714285714285714	0.0044637936735368675	0.003250423968343697	0.012455516014234875	0.016211061665607117	0.002482929857231533	0.00199203187250996	0.012594799566630552	0.008036739380022962	0.0	0.001564945226917058	0.001924310455420141	0.0014094432699083862	0.013422818791946308	0.0101010101010101	0.014248704663212436	0.013574660633484163	0.002585983966899405	0.0006513809275664408	0.002771362586605081	0.005270092226613966	0.006006006006006006	0.005107252298263534	0.006987577639751553	0.005335040546308152	0.0030203185063152112	0.00104675505931612	0.0045725646123260435	0.004021447721179625	0.0029178258804369956	0.003077390676646024	0.002849801448259752	0.002396713079205661	0.007191840461633323	0.006605045534414869	0.0009116343403225298	0.0009255743307385609	0.08379740995815074	0.09401436552274538	0.00475694960606511	0.0033007437118743213	0.02022408721232047	0.020168458477948025	0.003992175336340771	0.003917052280234747
Steroidobacter	0.027545909849749584	0.027027027027027025	0.004187994416007446	0.0	0.01824093464124325	0.02199924627850009	0.0020335536349771225	0.0019071837253655435	0.023587833643699565	0.013944223107569721	0.0033856988082340196	0.0037313432835820895	0.0410958904109589	0.009389671361502348	0.009621552277100705	0.005813953488372094	0.03355704697986577	0.044733044733044736	0.006476683937823834	0.0022624434389140274	0.021722265321955005	0.023710265763418444	0.003233256351039261	0.005270092226613966	0.028028028028028028	0.019407558733401435	0.001746894409937888	0.0019206145966709348	0.019220208676551342	0.025471039776692257	0.0021868787276341953	0.002412868632707775	0.007396349324828662	0.007902435317807075	0.005138986218173325	0.003994521798676101	0.006636449640643313	0.006473626058048471	0.00474678570305869	0.004936396430605658	0.005074636702145187	0.0048949188613993085	0.008250334473019176	0.006267234895963899	0.005429139989617581	0.005714043849995768	0.00503014092378937	0.0057169653878778245
Gemmatimonadaceae_genus	0.008347245409015025	0.0085995085995086	0.00744532340623546	0.02857142857142857	0.009258238730298685	0.007442999811569624	0.013472292831723433	0.009535918626827719	0.009310986964618248	0.0	0.010292524377031409	0.010045924225028702	0.0136986301369863	0.008215962441314555	0.022450288646568322	0.013565891472868213	0.006711409395973154	0.0101010101010101	0.0116580310880829	0.013574660633484165	0.011378329454357378	0.00885878061490359	0.008775981524249426	0.014492753623188408	0.008008008008008008	0.0010214504596527069	0.007763975155279505	0.008322663252240715	0.007001647446457989	0.003489183531053733	0.01033797216699801	0.006434316353887398	0.013639139580647356	0.013069412256373229	0.012894183601962168	0.0111846610362931	0.014666083035634409	0.014363662028045832	0.01631511112508254	0.016114486424909806	0.011533265232148135	0.009896249002394233	0.01300728407908428	0.012095763349210318	0.010295898944454051	0.010581562685177327	0.01018004710766898	0.01093740302192305
Acidobacteriales_genus	0.015859766277128547	0.014742014742014743	0.010237319683573755	0.02857142857142857	0.016257026341893535	0.017241379310344827	0.011692933401118454	0.010171646535282899	0.016139044072004966	0.013944223107569721	0.010427952329360776	0.014638346727898963	0.0	0.008607198748043821	0.012828736369467604	0.017970401691331923	0.006711409395973154	0.007215007215007215	0.009067357512953369	0.004524886877828055	0.010602534264287557	0.01055237102657634	0.005080831408775982	0.00922266139657444	0.004004004004004004	0.003064351378958121	0.009316770186335404	0.007895860008536065	0.010296540362438222	0.011863224005582693	0.010536779324055666	0.010187667560321715	0.009839180294496848	0.009764066714790466	0.009063302966596595	0.008160237388724036	0.010208836362095982	0.009544947894611298	0.009304957404671339	0.010371179039301319	0.006557485089135667	0.006171854216546955	0.006317823695555222	0.0054733851424751375	0.005602180308011764	0.005290781342588677	0.003992175336340772	0.00558593723061645
Pseudarthrobacter	0.00333889816360601	0.0012285012285012285	0.005118659841786877	0.0	0.0003857599470957787	0.0016487657810439042	0.0035587188612099642	0.0025429116338207248	0.00186219739292365	0.0	0.009886240520043338	0.004879448909299655	0.0	0.003912363067292645	0.0025657472738935213	0.011451726568005638	0.013422818791946308	0.0	0.0012953367875647669	0.011312217194570135	0.0023273855702094647	0.0035174570088587808	0.004157043879907622	0.003952569169960474	0.003003003003003003	0.0030643513789581204	0.0038819875776397515	0.006188647033717456	0.001098297638660077	0.0017445917655268667	0.0035785288270377734	0.0030831099195710457	0.022121191558661872	0.024201208160784166	0.01139920579303901	0.01032869207943392	0.029449833618088797	0.02926273673758451	0.016723774794882275	0.018677615340801215	0.04619896530134775	0.04357541899441341	0.011074773301620336	0.01345366424333584	0.00971188786987368	0.00897316515703039	0.008383568206315622	0.007565152027143517
Gemmataceae_genus	0.004173622704507512	0.0012285012285012285	0.006049325267566311	0.0	0.003361622396120357	0.00518183531185227	0.007371631926792068	0.0073108709472345865	0.002482929857231533	0.00199203187250996	0.008125677139761645	0.013203214695752002	0.0	0.013302034428794995	0.008980115458627326	0.006342494714587735	0.006711409395973154	0.001443001443001443	0.015544041450777202	0.02262443438914027	0.005947763123868632	0.00573215216258468	0.01154734411085451	0.010540184453227932	0.004004004004004004	0.014300306435137895	0.016498447204968958	0.017285531370038416	0.004393190554640308	0.006978367062107466	0.013121272365805164	0.01058981233243967	0.011874872769220344	0.010599901219558505	0.00887643074048122	0.009187400136955029	0.010933668450506613	0.011160920715116507	0.008393323064348833	0.008235238276058468	0.009819751540514704	0.012928970470869851	0.012784302066299961	0.007834043619954848	0.010079598546461305	0.009227122661474633	0.008503333466405819	0.009061631507444413
Micromonosporaceae_unclassified	0.03422370617696159	0.020884520884520884	0.0037226617031177293	0.0	0.02259451118703847	0.025249670246843787	0.0035587188612099642	0.003178639542275906	0.01924270639354438	0.01792828685258964	0.0010834236186348862	0.001148105625717566	0.0	0.0070422535211267625	0.0032071840923669015	0.004228329809725159	0.006711409395973154	0.01731601731601732	0.0012953367875647669	0.0	0.019394879751745538	0.019280875455966642	0.0023094688221709007	0.0013175230566534915	0.01001001001001001	0.005107252298263534	0.0013586956521739128	0.0008536064874093043	0.01702361339923119	0.016748080949057925	0.0013916500994035786	0.0020107238605898124	0.0066499287507633875	0.008852247255043497	0.008175659892548474	0.007989043597352198	0.004932623562690936	0.0055731592755379825	0.008864858067963909	0.008970951205619918	0.004909875770257358	0.004416068103218942	0.007284079084287198	0.009150162948107289	0.008154525004326002	0.009692711419622432	0.010579264641303049	0.010509837456122793
67-14_ge	0.00333889816360601	0.0036855036855036856	0.0009306654257794323	0.0	0.003141188140637054	0.0008008290936498963	0.002033553634977123	0.00047679593134138587	0.0012414649286157666	0.00398406374501992	0.0013542795232936078	0.0017221584385763492	0.0	0.0011737089201877935	0.004490057729313662	0.001761804087385483	0.0	0.0	0.0	0.0	0.004396172743728988	0.00495049504950495	0.003695150115473441	0.003952569169960474	0.001001001001001001	0.0020429009193054137	0.003299689440993788	0.0032010243277848906	0.003020318506315212	0.0027913468248429866	0.0031809145129224657	0.003351206434316355	0.01553911922372261	0.020060028114433383	0.020182200420462534	0.018317735676786073	0.017692492339842623	0.01931866302586049	0.020087391154003376	0.018962407442566873	0.01855208093056971	0.018089917531258333	0.024082057380704604	0.020222277930976834	0.021240699082886297	0.02448573605350035	0.02730647930057091	0.026122876826636204
Reyranella	0.009181969949916527	0.01597051597051597	0.006514657980456027	0.0	0.012619861126419045	0.008950442811381194	0.0033045246568378247	0.0031786395422759065	0.014276846679081317	0.01195219123505976	0.00907367280606717	0.006027554535017222	0.0821917808219178	0.012519561815336465	0.005772931366260422	0.007399577167019026	0.013422818791946308	0.004329004329004329	0.0038860103626943004	0.0022624434389140274	0.007757951900698215	0.01680562793121417	0.008775981524249424	0.003952569169960474	0.011011011011011011	0.0071501532175689475	0.00795807453416149	0.00704225352112676	0.014003294892915982	0.014305652477320305	0.008548707753479125	0.007908847184986596	0.0033249643753816924	0.0038372402264351653	0.002289184769913571	0.0019401963022141063	0.00246160507947266	0.0022195289341880482	0.0022948036842601613	0.002420732865008543	0.0021418921145418004	0.0019154030327214683	0.002155492790248253	0.0020890782986546326	0.0022495241391244153	0.002581901295183272	0.003872410076250549	0.0026688366768500803
Elsterales_genus	0.00333889816360601	0.0012285012285012285	0.009306654257794329	0.0	0.0064477019728865865	0.006877708686640286	0.013980681240467713	0.010012714558169107	0.01179391682184978	0.0099601593625498	0.01598049837486456	0.011481056257175654	0.0	0.0121283255086072	0.019884541372674796	0.017441860465116275	0.013422818791946308	0.002886002886002886	0.012953367875647668	0.00904977375565611	0.0077579519006982164	0.004689942678478374	0.009699769053117787	0.018445322793148883	0.005005005005005005	0.0040858018386108275	0.007181677018633545	0.009389671361502351	0.008374519494783086	0.009071877180739707	0.013518886679920471	0.013136729222520098	0.004071384949446972	0.0064967136506971675	0.005652884839990659	0.004736361561287375	0.005196198867567544	0.0054514745751987215	0.008361887397441141	0.007974178849439906	0.003591788315154714	0.002819898909284385	0.0039393488925226665	0.004094593465363077	0.002963315452500431	0.0034284263099974574	0.003912331829613957	0.004027391781086423
Haliangium	0.015859766277128547	0.013513513513513513	0.0037226617031177293	0.0	0.013887358095448023	0.013614094592048237	0.0010167768174885613	0.0028607755880483156	0.016139044072004963	0.02589641434262948	0.006094257854821235	0.002296211251435132	0.0136986301369863	0.006259780907668232	0.008338678640153946	0.006166314305849188	0.013422818791946308	0.01875901875901876	0.0	0.004524886877828055	0.012154124644427201	0.008598228243877017	0.002771362586605081	0.003952569169960474	0.017017017017017015	0.01736465781409602	0.0019409937888198755	0.0032010243277848906	0.01414058209774849	0.019888346127006285	0.002584493041749504	0.00348525469168901	0.005971364592522226	0.005622886668439656	0.0050455501051156326	0.0038803926044282144	0.003831255324456486	0.004093473319412614	0.003395052026028731	0.0033937725460413863	0.0040860711108182055	0.004469273743016761	0.004310985580496503	0.0040737026823765305	0.005775220626405947	0.00556590197240329	0.004950297417062548	0.004882522912686965
Bacillaceae_unclassified	0.0008347245409015025	0.0	0.0037226617031177293	0.0	0.005235313567728424	0.004239683436970039	0.005592272496187085	0.003337571519389702	0.0	0.0	0.0020314192849404116	0.0014351320321469576	0.0	0.003129890453834116	0.003848620910840282	0.0031712473572938697	0.0	0.0	0.0025906735751295338	0.0	0.0012929919834497026	0.0006513809275664408	0.002771362586605081	0.002635046113306983	0.001001001001001001	0.0	0.001358695652173913	0.0017072129748186087	0.0012355848434925866	0.0017445917655268667	0.0007952286282306163	0.0021447721179624667	0.015606975639546721	0.013829261806162375	0.02611539359962626	0.024594841360419964	0.014793163986199946	0.01505969851398641	0.021847788500833066	0.02249857603949114	0.010511747454443596	0.0094706038840117	0.026237550170952872	0.03139884682877913	0.014643536944107974	0.013883010242952666	0.0169667451794483	0.014392408642341386
Pirellulaceae_genus	0.009181969949916527	0.013513513513513513	0.006049325267566312	0.0	0.009919541496748592	0.00819672131147541	0.004067107269954246	0.0034965034965034965	0.009310986964618248	0.00597609561752988	0.003927410617551462	0.00832376578645235	0.0410958904109589	0.003129890453834116	0.007055805003207185	0.006871035940803381	0.0	0.008658008658008658	0.009067357512953369	0.00904977375565611	0.006982156710628394	0.010291818655549763	0.003695150115473441	0.006587615283267458	0.007007007007007007	0.010214504596527068	0.009122670807453418	0.01045667947076398	0.009198242723778144	0.011165387299371946	0.011530815109343931	0.009919571045576404	0.005428513265929297	0.0035712928840089648	0.0028030833917309012	0.0023396484820817167	0.0043489925304641425	0.00433684272009113	0.00210618968281412	0.0022071387886842594	0.003492931756022013	0.003990422984836395	0.004979931618849408	0.0030291635330492142	0.004347637999653916	0.0035977313129602955	0.003233662022436026	0.004448061128083464
Rhizobiaceae_unclassified	0.008347245409015025	0.006142506142506143	0.003257328990228013	0.0	0.009148021602557036	0.00791407574901074	0.005846466700559227	0.004926891290527654	0.002482929857231533	0.00796812749003984	0.004604550379198266	0.003157290470723307	0.0	0.003129890453834116	0.0	0.0021141649048625794	0.006711409395973154	0.011544011544011544	0.0038860103626943004	0.004524886877828055	0.0056891647271786906	0.004168837936425222	0.004618937644341802	0.002635046113306983	0.009009009009009009	0.011235955056179775	0.007569875776397517	0.00874946649594537	0.010982976386600769	0.014305652477320307	0.006361829025844931	0.007238605898123324	0.005089231186808714	0.005318946848523995	0.006026629292221446	0.005078749144031039	0.004010109995622775	0.004005860335168344	0.003363616359121058	0.0029191190430985364	0.017168089102711958	0.01580207501995211	0.007061097071502897	0.00745800952619704	0.014059525869527596	0.013883010242952668	0.006786698071779308	0.007116897804933549
Subgroup_17_ge	0.01001669449081803	0.011056511056511056	0.0018613308515588647	0.0	0.006557919100628236	0.006595063124175616	0.0017793594306049825	0.003814367450731087	0.0074487895716946004	0.00597609561752988	0.004739978331527627	0.006314580941446612	0.0136986301369863	0.008607198748043818	0.0025657472738935213	0.002466525722339676	0.026845637583892617	0.020202020202020204	0.0038860103626943004	0.00904977375565611	0.009568140677527797	0.011985409067222511	0.006004618937644342	0.005270092226613966	0.018018018018018014	0.024514811031664967	0.006793478260869565	0.003201024327784891	0.01565074135090609	0.009769713886950452	0.007157057654075547	0.004155495978552279	0.001832123227251137	0.0015576915770677416	0.0015416958654519966	0.001255421136726775	0.0021180158427585027	0.0025651134831515396	0.0012574266763069378	0.0014239605088285558	0.003229314265001484	0.004788507581803672	0.003939348892522668	0.0024442216094259206	0.0025739747361135127	0.0024125962922204344	0.0021557746816240173	0.002213686235836889
