	S1S202009a	S1S202009b	S1U202009a	S1U202009b	S2S202009a	S2S202009b	S2U202009a	S2U202009b	S3S202009a	S3S202009b	S3U202009a	S3U202009b	S4S202009a	S4S202009b	S4U202009a	S4U202009b	S5S202009a	S5S202009b	S5U202009a	S5U202009b	S6S202009a	S6S202009b	S6U202009a	S6U202009b	S7S202009a	S7S202009b	S7U202009a	S7U202009b	S8S202009a	S8S202009b	S8U202009a	S8U202009b	soils1202009a	soils1202009b	soils2202009a	soils2202009b	soils3202009a	soils3202009b	soils4202009a	soils4202009b	soils5202009a	soils5202009b	soils6202009a	soils6202009b	soils7202009a	soils7202009b	soils8202009a	soils8202009b
Micromonosporaceae	0.05926544240400665	0.04299754299754302	0.0069799906933457456	0.0	0.05351041551857157	0.05568117580553989	0.004575495678698526	0.005244755244755246	0.0440720049658597	0.04581673306772907	0.002979414951245937	0.0020091848450057405	0.0	0.014084507042253527	0.005772931366260423	0.006518675123326284	0.013422818791946308	0.033189033189033185	0.0025906735751295338	0.0022624434389140274	0.04215153866046033	0.035695674830640976	0.004157043879907622	0.003952569169960474	0.018018018018018014	0.012257405515832482	0.0019409937888198753	0.001707212974818609	0.027594728171334418	0.027215631542219135	0.003180914512922466	0.0033512064343163553	0.013435570333175008	0.01584286311310361	0.017893015650548946	0.016092216388952283	0.010778347288704356	0.012669810999323404	0.015875011788375096	0.015687298272261275	0.010907173690974385	0.010641127959563705	0.016054704920469745	0.02147572491016962	0.016482090327046194	0.018687039702023154	0.021637590322966995	0.021881702262649527
Comamonadaceae	0.015859766277128547	0.022113022113022112	0.028850628199162398	0.0	0.012454535434806565	0.015215752779348037	0.02745297407219115	0.025429116338207235	0.011173184357541898	0.0099601593625498	0.020720476706392203	0.016360505166475317	0.0136986301369863	0.022300469483568067	0.010262989095574085	0.01233262861169838	0.026845637583892617	0.012987012987012988	0.04145077720207254	0.04751131221719456	0.017067494181536073	0.019411151641479933	0.02494226327944573	0.022397891963109356	0.04604604604604605	0.02145045965270685	0.03319099378881985	0.03307725138711056	0.022652388797364077	0.027913468248429878	0.03359840954274353	0.032975871313672946	0.004614236276039901	0.005204969416055623	0.004718523709413692	0.005135813741154985	0.004316045617354561	0.004181086303656877	0.004621043035428001	0.0037734953483956686	0.007183576630309423	0.00526735833998404	0.007061097071502896	0.007750480488008688	0.01174511161100536	0.01204181833573181	0.009700986067308081	0.010116752984338668
Nitrososphaeraceae	0.005008347245409015	0.002457002457002457	0.019543973941368076	0.0	0.008817370219332085	0.010834746561145657	0.021352313167259784	0.022727272727272728	0.0031036623215394167	0.01195219123505976	0.016657638136511378	0.018943742824339842	0.0273972602739726	0.020344287949921755	0.01731879409878127	0.021141649048625796	0.03355704697986577	0.001443001443001443	0.01295336787564767	0.004524886877828055	0.018877682958365657	0.013809275664408545	0.02494226327944573	0.01844532279314888	0.008008008008008008	0.009193054136874362	0.021933229813664596	0.017498932991890735	0.011943986820428337	0.00942079553384508	0.020675944333996023	0.016487935656836462	0.02083191965800367	0.020287982979370095	0.021770614342443366	0.028532298561972133	0.028080183373104937	0.02342187112130021	0.027537644211121957	0.030306626162901064	0.010412890895310896	0.009523809523809521	0.01568306823249591	0.028933734436366664	0.021283959162484857	0.020337763480910855	0.02558984390594436	0.02769521471377253
Rhizobiaceae	0.025041736227045072	0.013513513513513514	0.009306654257794325	0.02857142857142857	0.01802050038575995	0.017288486904088938	0.014997458057956277	0.013350286077558804	0.01179391682184978	0.01195219123505976	0.01124052004333694	0.00975889781859931	0.0	0.010563380281690144	0.012187299550994226	0.009337561663143057	0.006711409395973154	0.025974025974025972	0.010362694300518135	0.004524886877828055	0.012154124644427205	0.013288170922355392	0.010161662817551965	0.011857707509881424	0.023023023023023025	0.018386108273748723	0.019992236024844724	0.021766965428937253	0.015513454146073585	0.023028611304954646	0.01570576540755467	0.014745308310991955	0.013706995996471467	0.01443714144599369	0.016958654519971975	0.015065053640721304	0.013075217802629156	0.01305433465239547	0.01178837509037754	0.011629010822099878	0.02751507562526773	0.024208566108007458	0.01895347108666567	0.022791844238322038	0.037073888215954455	0.035723355625158805	0.01660744939917762	0.01571648265256161
Unknown_Family	0.04257095158597662	0.055282555282555296	0.009306654257794323	0.0	0.032403835556045396	0.03094968908988129	0.005846466700559226	0.0068340750158931984	0.024208566108007444	0.041832669322709154	0.010292524377031409	0.009184845005740525	0.0410958904109589	0.007042253521126762	0.019243104554201418	0.010747004933051444	0.03355704697986577	0.03751803751803752	0.007772020725388602	0.004524886877828055	0.020687871735195238	0.0286607608129234	0.006466512702078523	0.00790513833992095	0.022022022022022025	0.02042900919305414	0.006017080745341616	0.006188647033717455	0.03679297089511258	0.032449406838799724	0.0065606361829025845	0.0072386058981233235	0.009228472552079802	0.00892823221002241	0.007708479327259991	0.006847751654873314	0.008481476774779588	0.007997118506295956	0.007607431391656979	0.007950446174292768	0.006755198207401065	0.0060654429369513185	0.0111491006392151	0.009045709033174558	0.010036338466862775	0.007766867010920179	0.009740907820671486	0.010116752984338671
Planococcaceae	0.011686143572621035	0.009828009828009828	0.006049325267566311	0.02857142857142857	0.016477460597376835	0.01808931599773883	0.01525165226232842	0.011284170375079467	0.0031036623215394167	0.0	0.005958829902491874	0.0025832376578645237	0.0	0.008998435054773084	0.008980115458627324	0.016032417195207895	0.013422818791946308	0.0101010101010101	0.0051813471502590676	0.006787330316742082	0.003878975950349108	0.007946847316310577	0.007390300230946882	0.003952569169960474	0.003003003003003003	0.0020429009193054137	0.002911490683229813	0.004054630815194195	0.0048050521691378354	0.0062805303558967195	0.003777335984095428	0.004825737265415549	0.03637103888172627	0.03005204969416057	0.04573697734174254	0.040629993152248314	0.028254331342398395	0.028946356516702486	0.03442205526390239	0.03968103284602248	0.022572247668632802	0.020005320563979776	0.02779842426044299	0.03839725912927216	0.018883024744765522	0.017417252179801897	0.0293824104754681	0.024412614563434968
Pirellulaceae	0.022537562604340568	0.027027027027027025	0.01442531409958121	0.0	0.021602557037363607	0.017382702091577162	0.010930350788002028	0.009853782581055313	0.015518311607697078	0.013944223107569721	0.011782231852654371	0.013777267508610783	0.0547945205479452	0.007042253521126762	0.016677357280307885	0.015151515151515142	0.0	0.020202020202020204	0.012953367875647668	0.015837104072398193	0.01939487975174553	0.021104742053152672	0.010623556581986148	0.019762845849802375	0.019019019019019014	0.025536261491317682	0.016692546583850942	0.01600512163892447	0.02526084568918175	0.024075366364270774	0.023260437375745513	0.018230563002680975	0.009160616136255689	0.008168382660233281	0.00733473487502921	0.005991782698014144	0.008801532502129745	0.008537398575802236	0.005752727044104252	0.005624644009872785	0.007051767884799164	0.007714817770683698	0.010480154600862183	0.006893958385560276	0.009625367710676574	0.008803860154067531	0.007784741905864481	0.009454715979228553
Gemmataceae	0.008347245409015025	0.006142506142506142	0.011167985109353191	0.0	0.00617215915353246	0.00758432259280196	0.012455516014234868	0.011284170375079472	0.006207324643078834	0.01195219123505976	0.013271939328277329	0.01808266360505166	0.0	0.019953051643192485	0.014111610006414362	0.01057082452431289	0.013422818791946308	0.005772005772005772	0.019430051813471502	0.02941176470588235	0.008275148694078097	0.008728504429390306	0.017551963048498858	0.02239789196310936	0.009009009009009009	0.02042900919305414	0.028532608695652207	0.030943235168587265	0.006315211422295443	0.017096999302163293	0.0280318091451292	0.022654155495978587	0.01716767320350141	0.016374757797955972	0.013828544732539179	0.013923761698242441	0.01590394562817987	0.016461506261894732	0.012228474427084942	0.011581545471805656	0.014301248887863625	0.01830274009044955	0.01887914374907087	0.011991309434277553	0.015184287939089774	0.014285109624989314	0.012934648089744127	0.01457860655002848
Rokubacteriales_fa	0.010851419031719533	0.009828009828009828	0.03257328990228013	0.05714285714285714	0.011407472721260883	0.009939702280007538	0.020335536349771224	0.01748251748251747	0.00931098696461825	0.019920318725099598	0.020449620801733476	0.03157290470723307	0.0	0.02543035993740219	0.02565747273893522	0.02114164904862579	0.0	0.014430014430014432	0.03108808290155441	0.013574660633484165	0.016033100594776313	0.011203751954142784	0.02078521939953811	0.022397891963109356	0.006006006006006006	0.014300306435137895	0.018245341614906836	0.01771233461374306	0.005766062602965403	0.007676203768318212	0.018886679920477135	0.015951742627345847	0.007124923661532199	0.007674480452870336	0.00649380985750993	0.006220041086509927	0.00793079265566239	0.008089598878553789	0.005689855710288898	0.004865198405164228	0.007051767884799157	0.010215482841181163	0.00951389921213022	0.006183671764017714	0.00584011074580377	0.0049310082112926455	0.003712723062796918	0.004992862413538655
Steroidobacteraceae	0.03005008347245409	0.03194103194103194	0.005118659841786879	0.02857142857142857	0.01851647746059738	0.022140569059732423	0.0020335536349771225	0.0023839796567069298	0.0260707635009311	0.013944223107569721	0.003927410617551462	0.004879448909299655	0.0410958904109589	0.010954616588419407	0.011545862732520847	0.0065186751233262865	0.040268456375838924	0.044733044733044736	0.007772020725388601	0.004524886877828055	0.021980863718644945	0.025143303804064612	0.003695150115473441	0.005270092226613966	0.029029029029029027	0.022471910112359557	0.0036878881987577636	0.004054630815194195	0.020043931905546396	0.026866713189113753	0.0027833001988071576	0.0033512064343163544	0.008074913483069825	0.008776262300064584	0.005466012613875265	0.004336909381419766	0.007154186846650952	0.006999303963514063	0.005092578039043101	0.0052923865578127964	0.005568919497808681	0.005373769619579676	0.00891928051137208	0.006893958385560288	0.006489011939781969	0.007068483873698468	0.0059882630045111525	0.006482445675036373
Gaiellales_family	0.004173622704507512	0.0012285012285012285	0.003257328990228013	0.0	0.0027554281935412766	0.004333898624458261	0.0033045246568378242	0.003814367450731087	0.0006207324643078833	0.00199203187250996	0.0044691224268689055	0.004018369690011481	0.0	0.005086071987480439	0.008338678640153944	0.005285412262156447	0.020134228187919462	0.005772005772005772	0.0025906735751295338	0.0022624434389140274	0.011636927851047325	0.006383533090151122	0.0064665127020785244	0.006587615283267458	0.005005005005005005	0.006128702757916241	0.005046583850931678	0.003414425949637217	0.009060955518945634	0.004535938590369853	0.006163021868787275	0.0072386058981233235	0.020628350410531324	0.022757494016184848	0.027563653352020583	0.025279616525907277	0.022338007088292946	0.024818811481194903	0.03256735091634965	0.03343933928232406	0.020232642435825586	0.02117584463953181	0.025568604132599954	0.023585693991810788	0.019510295898944437	0.022983154152205157	0.024152660784861703	0.02341955905576991
Pseudomonadaceae	0.005843071786310518	0.01597051597051597	0.043741275011633315	0.05714285714285714	0.004518902237407693	0.003250423968343697	0.012455516014234875	0.016211061665607117	0.002482929857231533	0.00199203187250996	0.012594799566630552	0.008323765786452353	0.0	0.001564945226917058	0.001924310455420141	0.0014094432699083862	0.013422818791946308	0.0101010101010101	0.014248704663212436	0.013574660633484163	0.002585983966899405	0.0006513809275664408	0.002771362586605081	0.005270092226613966	0.006006006006006006	0.005107252298263534	0.006987577639751553	0.005335040546308152	0.0030203185063152112	0.00104675505931612	0.0045725646123260435	0.004021447721179625	0.0029178258804369956	0.003077390676646024	0.002849801448259752	0.002396713079205661	0.007210667269124511	0.006639117250509862	0.0009116343403225298	0.0009493070058857034	0.08429169275381428	0.09444001064112788	0.00475694960606511	0.0033007437118743213	0.020483647689911746	0.02052823160924405	0.003992175336340771	0.003958429593054127
Isosphaeraceae	0.00667779632721202	0.0036855036855036856	0.01814797580269893	0.02857142857142857	0.013666923839964724	0.018513284341435832	0.022623284189120477	0.017323585505403676	0.018001241464928618	0.00597609561752988	0.011917659804983728	0.014638346727898956	0.0	0.01643192488262911	0.02373316228351508	0.02061310782241013	0.013422818791946308	0.004329004329004329	0.010362694300518135	0.004524886877828055	0.007757951900698214	0.006774361646690985	0.011547344110854507	0.013175230566534916	0.011011011011011011	0.006128702757916241	0.013004658385093178	0.013444302176696557	0.0071389346512905	0.006978367062107466	0.015705765407554664	0.01568364611260052	0.007735631403949249	0.009232172029938061	0.009063302966596604	0.009700981511070536	0.007535429698347517	0.008294029175123703	0.009367828738486681	0.007546990696791328	0.00510758888852276	0.006597499334929507	0.010257172588077883	0.007729589705022127	0.006056411143796497	0.007639888258698065	0.005788654237694103	0.008592688628824778
Micrococcaceae	0.00333889816360601	0.002457002457002457	0.007445323406235459	0.0	0.0006061942025790809	0.0026851328434143585	0.006100660904931367	0.0033375715193897015	0.00186219739292365	0.0	0.010292524377031419	0.0051664753157290464	0.0	0.005086071987480439	0.0038486209108402817	0.012861169837914025	0.013422818791946308	0.0	0.0012953367875647669	0.013574660633484163	0.0028445823635893457	0.0035174570088587808	0.005542725173210162	0.005270092226613966	0.003003003003003003	0.0030643513789581204	0.0038819875776397515	0.007469056764831413	0.002196595277320154	0.0017445917655268667	0.0035785288270377734	0.003619302949061662	0.027753274072063516	0.027620531134835317	0.014482597523943009	0.014266149280986077	0.03302692704141422	0.032436273722432414	0.020653233158341472	0.023281754319346856	0.05305302006788157	0.04953445065176911	0.012338338040731379	0.015981448984707946	0.013583664993943588	0.013142300854990258	0.010499421134576232	0.009254725633934906
Solirubrobacteraceae	0.00667779632721202	0.011056511056511056	0.003257328990228013	0.0	0.005565964950953377	0.004852082155643489	0.0017793594306049825	0.002225047679593134	0.004345127250155183	0.00796812749003984	0.0020314192849404116	0.0020091848450057405	0.0	0.002347417840375587	0.003848620910840282	0.005461592670894995	0.020134228187919462	0.01443001443001443	0.0038860103626943004	0.0022624434389140274	0.010861132660977497	0.00833767587285044	0.006466512702078523	0.006587615283267458	0.012012012012012012	0.013278855975485188	0.008928571428571433	0.006828851899274433	0.014415156507413512	0.009769713886950452	0.007157057654075546	0.011662198391420906	0.013706995996471474	0.013449337031267805	0.018079887876664345	0.01512211823784525	0.013098751311993102	0.01375037113833598	0.016503725126528587	0.016850199354471195	0.012093452400566758	0.011705240755520062	0.019994053812992404	0.015856104286788655	0.019164215262156073	0.01900448658257849	0.027346401053934325	0.023323011992524775
Nitrosomonadaceae	0.019198664440734557	0.03194103194103194	0.007445323406235459	0.0	0.013005621073514818	0.01413227812323347	0.005338078291814947	0.004450095359186269	0.01675977653631285	0.0099601593625498	0.005417118093174431	0.004305396096440872	0.0136986301369863	0.0074334898278560265	0.012187299550994225	0.008632840028188864	0.03355704697986577	0.021645021645021648	0.0051813471502590676	0.006787330316742082	0.020170674941815358	0.01602397081813444	0.006466512702078523	0.0158102766798419	0.023023023023023025	0.01736465781409602	0.005046583850931678	0.004694835680751173	0.020318506315211413	0.016748080949057925	0.0033797216699801205	0.005093833780160857	0.007192780077356317	0.0085862999126173	0.0045783695398271445	0.004964619949783151	0.006664689851880099	0.006230256657369961	0.005532677375750532	0.0052211885323713665	0.0052723498204105875	0.004841713221601491	0.005425895644418014	0.00442884599314782	0.006078041183595775	0.007597562007957339	0.005549123717513666	0.005813512451123045
Bacillaceae	0.0025041736227045075	0.0	0.004187994416007446	0.0	0.005676182078695029	0.005558696061805162	0.006354855109303505	0.005244755244755246	0.002482929857231533	0.0	0.0044691224268689055	0.002870264064293915	0.0	0.004694835680751174	0.007055805003207185	0.005461592670894997	0.0	0.001443001443001443	0.0025906735751295338	0.0	0.0036203775536591673	0.003778009379885358	0.004157043879907622	0.003952569169960474	0.001001001001001001	0.0	0.0019409937888198755	0.002134016218523261	0.002333882482152663	0.00209351011863224	0.0007952286282306163	0.002680965147453083	0.021646196647893065	0.020249990501880637	0.03443120766176125	0.033097466331887655	0.020224697947407284	0.020175323316248845	0.027411901543491265	0.028597873552306783	0.014334201074241269	0.013248204309656812	0.030994499777017976	0.03685134118826772	0.01905606506315971	0.018623550325912116	0.02359375623777398	0.019847317715696595
Acidobacteriales_family	0.015859766277128547	0.014742014742014743	0.010237319683573755	0.02857142857142857	0.016257026341893535	0.017241379310344827	0.011692933401118454	0.010171646535282899	0.016139044072004966	0.013944223107569721	0.010427952329360776	0.014638346727898963	0.0	0.008607198748043821	0.012828736369467604	0.017970401691331923	0.006711409395973154	0.007215007215007215	0.009067357512953369	0.004524886877828055	0.010602534264287557	0.01055237102657634	0.005080831408775982	0.00922266139657444	0.004004004004004004	0.003064351378958121	0.009316770186335404	0.007895860008536065	0.010296540362438222	0.011863224005582693	0.010536779324055666	0.010187667560321715	0.009839180294496848	0.009764066714790466	0.009063302966596595	0.008160237388724036	0.010208836362095982	0.009544947894611298	0.009304957404671339	0.010371179039301319	0.006557485089135667	0.006171854216546955	0.006317823695555222	0.0054733851424751375	0.005602180308011764	0.005290781342588677	0.003992175336340772	0.00558593723061645
Nocardioidaceae	0.005008347245409015	0.0	0.006049325267566312	0.0	0.0037473823432161357	0.0040041454682494815	0.006354855109303507	0.006675143038779404	0.0031036623215394167	0.0099601593625498	0.013542795232936073	0.010332950631458093	0.0	0.012128325508607199	0.014753046824887745	0.015680056377730796	0.006711409395973154	0.002886002886002886	0.011658031088082901	0.006787330316742082	0.008016550297388157	0.006122980719124545	0.021709006928406473	0.01712779973649539	0.009009009009009009	0.0010214504596527069	0.024650621118012424	0.016431924882629106	0.005628775398132892	0.007676203768318213	0.02107355864811133	0.026139410187667567	0.005089231186808715	0.006230766308270969	0.008128941836019622	0.006904816251997255	0.005520961296790517	0.005845733004297915	0.00776460972619535	0.008520030377824202	0.0075790028668402155	0.00782122905027933	0.007581388434666269	0.007854934402941419	0.010187748745457685	0.011787860831287553	0.007704898399137682	0.009144386133083214
Polyangiaceae	0.0025041736227045075	0.01597051597051597	0.002791996277338297	0.0	0.025019287997354797	0.030384397964951942	0.0025419420437214034	0.003019707565162111	0.021725636250775913	0.03784860557768924	0.001895991332611051	0.0020091848450057405	0.0	0.005086071987480439	0.001924310455420141	0.0015856236786469346	0.0	0.008658008658008658	0.0	0.0	0.01474010861132661	0.018759770713913486	0.0009237875288683603	0.0013175230566534915	0.05405405405405405	0.050051072522982624	0.0015527950310559005	0.0008536064874093043	0.010159253157605713	0.013956734124214932	0.0017892644135188867	0.003083109919571047	0.005564226097577528	0.007256563200486312	0.003971034804952113	0.0041657155900479345	0.004301925511736172	0.004551007792688222	0.003175002357675017	0.003583633947218528	0.0028997924012258247	0.003990422984836395	0.004533967593280805	0.0044706275591209115	0.005147949472227025	0.005989164479810385	0.007425446125593827	0.007889274310895327
