	21to22FACS16S221215A01	21to22FACS16S221215A02	21to22FACS16S221215A03	21to22FACS16S221215A04	21to22FACS16S221215A05	21to22FACS16S221215A06	21to22FACS16S221215A07	21to22FACS16S221215A08	21to22FACS16S221215A09	21to22FACS16S221215A10	21to22FACS16S221215A11	21to22FACS16S221215A12	21to22FACS16S221215B01	21to22FACS16S221215B02	21to22FACS16S221215B03	21to22FACS16S221215B04	21to22FACS16S221215B05	21to22FACS16S221215B06	21to22FACS16S221215B07	21to22FACS16S221215B08	21to22FACS16S221215B09	21to22FACS16S221215B10	21to22FACS16S221215B11	21to22FACS16S221215B12	21to22FACS16S221215C01	21to22FACS16S221215C02	21to22FACS16S221215C03	21to22FACS16S221215C04	21to22FACS16S221215C05	21to22FACS16S221215C06	21to22FACS16S221215C07	21to22FACS16S221215C08	21to22FACS16S221215C09	21to22FACS16S221215C10	21to22FACS16S221215C11	21to22FACS16S221215C12	21to22FACS16S221215D01	21to22FACS16S221215D02	21to22FACS16S221215D03	21to22FACS16S221215D04	21to22FACS16S221215D05	21to22FACS16S221215D06	21to22FACS16S221215D07	21to22FACS16S221215D08	21to22FACS16S221215D09	21to22FACS16S221215D10	21to22FACS16S221215D11	21to22FACS16S221215D12	21to22FACS16S221215E01	21to22FACS16S221215E02	21to22FACS16S221215E03	21to22FACS16S221215E04	21to22FACS16S221215E05	21to22FACS16S221215E06	21to22FACS16S221215E07	21to22FACS16S221215E08	21to22FACS16S221215E09	21to22FACS16S221215E10	21to22FACS16S221215E11	21to22FACS16S221215E12	21to22FACS16S221215F01	21to22FACS16S221215F02	21to22FACS16S221215F03	21to22FACS16S221215F04	21to22FACS16S221215F05	21to22FACS16S221215F06	21to22FACS16S221215F07	21to22FACS16S221215F08	21to22FACS16S221215F09	21to22FACS16S221215F10	21to22FACS16S221215F11	21to22FACS16S221215F12	21to22FACS16S221215G01	21to22FACS16S221215G02	21to22FACS16S221215G03	21to22FACS16S221215G04	21to22FACS16S221215G05	21to22FACS16S221215G06	21to22FACS16S221215G07	21to22FACS16S221215G08	21to22FACS16S221215G09	21to22FACS16S221215G10	21to22FACS16S221215G11	21to22FACS16S221215G12	21to22FACS16S221215H01	21to22FACS16S221215H02	21to22FACS16S221215H03	21to22FACS16S221215H04	21to22FACS16S221215H05	21to22FACS16S221215H06	21to22FACS16S221215H07	21to22FACS16S221215H08	21to22FACS16S221215H09	21to22FACS16S221215H10	21to22FACS16S221215H11	RID001236Blank
Propionibacteriales	0.02087882739226746	0.011400883568476558	0.0	0.0	0.0	0.0	0.0013349154553544942	0.0014088114754098361	0.023047375160051217	0.004071831280016706	0.008544252780912462	0.0	0.021325949229453307	0.01024465862371099	0.002426922662064503	0.01720383275261324	0.0	0.0	0.0	0.0	0.0009811616954474097	0.0009364757296706728	0.0	0.0	0.028373702422145326	0.018491536704261326	0.0005208720886970756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015611226433872664	0.012278997260965742	0.003495366607055763	0.0	0.0005658436213991769	0.0	0.0009221689413500553	0.0	0.0	0.0	0.0	0.01104832588344438	0.0	0.0	0.0	0.019455252918287938	0.0022724234727977545	0.0	0.0	0.0	0.024566473988439308	0.0	0.010115606936416185	0.00874015748031496	0.008915816954829812	0.0	0.002185927895385522	0.02397442727757059	0.0	0.0	0.0001030538284497269	0.0	0.0	0.0026650873556411016	0.0	0.004092769440654843	0.021635610766045553	0.005356545028456647	0.0005058003883241692	0.01683650863978733	0.0	0.0	0.0	0.0	0.0	0.0	0.0002726281352235551	0.007946847316310578	0.0024834437086092716	0.0008256501995321315	0.005013270421704512	0.0	0.0007827510140183591	0.008739985433357612	0.007963246554364471	0.0027493676454415483	0.0012951131065446382	0.0	0.0	0.0
Microtrichales	0.016118643268973977	0.015961236995867177	0.0	0.0	0.0	0.006225743855109962	0.012310886977158113	0.0	0.0028809218950064017	0.0031321779077051574	0.00016121231662098983	0.00024752475247524753	0.013990170636589009	0.008188986991979511	0.008898716427569842	0.0	0.0	0.0	0.0	0.00028121484814398203	0.00019623233908948196	0.00015607928827844546	0.0	0.0	0.008996539792387544	0.0	0.0010417441773941515	0.0	0.0	0.0	0.0	0.004885133350937418	0.00016775708773695687	0.04199886104783599	0.001998001998001998	0.0	0.0032416754343560714	5.489046607494744e-06	0.002438627865387742	0.04332899254173079	0.0011316872427983538	0.0	0.009221689413500553	0.0	0.004908316354880533	0.0031407035175879394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003151591553734636	0.018925056775170326	0.041184971098265896	0.0	0.0	0.0	0.012610216245505146	0.0	0.0024649825203283543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005554012774229381	0.0	0.01780538302277433	0.00012554402410445262	0.00453044863950573	0.0	0.0013714526848823715	0.0	0.0	0.0	0.0015789473684210526	0.01284574743603025	0.0	0.0	0.0014486754966887417	0.0029585798816568047	0.0	0.0074850299401197605	0.007756350957091013	0.0	0.0	0.009787748817771913	0.006820929027801762	0.0	0.006265664160401002	0.0
Acetobacterales	0.002199425007462335	0.0007125552230297848	0.0	0.0	0.0	0.0	0.0	0.02036372950819672	0.0	0.01117143453748173	0.00016121231662098983	0.0	0.00030444930919001987	0.001684976747320887	0.0	0.0	0.0	0.0	0.0021151586368977674	0.0	0.0	0.0	0.0	0.0	0.0006920415224913495	0.0018887269980033458	0.0	0.0015866719555731853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0042937981630505875	0.006619790208638662	0.00036579417980816127	0.0	0.0024691358024691358	0.0	0.0	0.0	0.0	0.0	0.00011386927806877705	0.008518174917770094	0.0	0.18041237113402062	0.0	0.0	0.0	0.00025526483726866624	0.0	0.005299015897047691	0.0	0.038901601830663615	0.0	0.0	0.00014777597162701344	0.017341040462427744	7.751517359523127e-05	0.0	0.0	0.020552344251766216	0.0	0.0	0.0	0.001036422860527095	0.0	0.0	0.0	0.005147304988282558	0.00022298726797087025	0.0101905183872397	0.0	0.0	0.0004657661853749418	0.010681315327687495	0.0	0.01439966849684036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Polyangiales	0.0018380908990935228	0.0009975773122416988	0.0	0.0	0.0	0.0	0.0	0.011270491803278687	0.0	0.04646063896429317	0.0	0.0	0.0037113820548878612	0.023488575857653172	0.008467263509869486	0.0	0.0	0.0032135553607946245	0.0023501762632197414	0.0	0.01707221350078493	0.0063992508194162636	0.0	0.0	0.0006920415224913495	0.0	0.02954088845896272	0.018643395477984926	0.0	0.0	0.0432715168806467	0.0	0.0	0.0	0.0	0.0018565565761188196	0.008161060084738532	0.0	0.008250690944561859	0.0	0.004218106995884774	0.0	0.00018443378827001107	0.006016042780748663	0.013243193183922948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025526483726866624	0.0	0.000757002271006813	0.0	0.0	0.0	0.0	0.014334269247820303	0.0	0.006627547342392268	0.0	0.006153846153846154	0.0	0.0034007763388409877	0.0	0.0	0.0	0.0	0.0	0.008229813664596273	0.0006277201205222632	0.014815056535430497	0.0	0.0	0.004491017964071857	0.008849557522123894	0.01915007248035401	0.0	0.0	0.005179934569247546	0.0	0.0005173841059602649	0.0052291179303701665	0.0	0.0	0.0018501387604070306	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Deinococcales	0.0006912478594881624	0.0	0.0	0.0	0.0	0.001131953428201811	0.0	0.019082991803278687	0.0	0.00031321779077051577	0.0	0.01707920792079208	0.0	0.0	0.0	0.006315331010452962	0.004896421845574388	0.007985198169247249	0.0	0.0	0.0	0.03464960199781489	0.0	0.0	0.000922722029988466	0.0	0.0	0.0	0.02829064919594997	0.005305367057371993	0.0	0.009242144177449169	0.011239724878376111	0.0	0.01073926073926074	0.0	2.8435749424176075e-05	0.0	0.0	0.0	0.007458847736625514	0.0008635578583765112	0.0	0.0	0.0	0.0	0.0	0.005566332124483427	0.0	0.0	0.0	0.0	0.0	0.003637523931078494	0.015442798613299717	0.0	0.01300578034682081	0.0	0.005780346820809248	0.02574803149606299	0.0	0.0	0.0001705333819095088	0.0	0.0	0.011078998073217727	0.0	0.0	0.0	0.0007403020432336393	0.0	0.0	0.0	0.00272012052226314	0.0	0.0	0.03280936807680135	0.0	0.030740568234746156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011100832562442185	0.0007283321194464676	0.0	0.0	0.0	0.009850253373569436	0.012759170653907496	0.0
Peptostreptococcales-Tissierellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0008899436369029962	0.0	0.0	0.0	0.0	0.0	0.0014062658567348535	0.0	0.002993204616546219	0.02460801393728223	0.0	0.0	0.0	0.0	0.0	0.013266739503667864	0.0	0.0	0.0	0.0	0.0002232308951558896	0.0	0.0	0.011721159777914868	0.0	0.0	0.0	0.004840546697038725	0.0	0.0	0.00048340774021099324	0.0	8.128759551292472e-05	0.0	0.018981481481481485	0.03518998272884283	0.0	0.0	0.0	0.0	0.01776360737872922	0.025048494560175424	0.0	0.0	0.0	0.0	0.0	0.0007019783024888322	0.0	0.0	0.0	0.0	0.0	0.02232283464566929	0.0011822077730161075	0.0	0.0	0.0	0.0	0.0	0.0023015355020439008	0.0	0.0	0.00014806040864672785	0.0	0.04911323328785812	0.0	0.002971208570472046	0.0	0.0	0.0	0.04491017964071856	0.0	0.0	0.0	0.0	0.007769901853871319	0.0	0.0	0.0077060685289665615	0.0	0.002619760479041916	0.01316444887212695	0.0	0.0	0.0	8.634087376964255e-05	0.012298582246768774	0.001139211665527455	0.0
KD4-96_or	0.048842945344288555	0.011685905657688471	0.024096385542168676	0.0	0.0	0.004527813712807244	0.0	0.0	0.0038412291933418692	0.011484652328252245	0.000967273899725939	0.0	0.03269205677254738	0.0041787423333558	0.0016179484413763347	0.0	0.0	0.0	0.0	0.0	0.0007849293563579278	0.008428281567036055	0.0	0.0	0.02029988465974626	0.0013311028366880721	0.0	0.006743355811186037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014644410953450676	2.1956186429978976e-05	0.001788327101284344	0.0	0.0	0.0	0.0	0.009692513368983958	9.260974254491573e-05	0.0009422110552763819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02364607170099161	0.0	0.0	0.02236343037288804	0.0	0.0013177579511189316	0.0	0.0	0.0	0.0	0.0	0.0	0.025910571513177376	0.0	0.0	0.006004140786749483	4.1848008034817545e-05	0.0013052913247075333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010658112582781456	0.006261180679785331	0.0	0.0	0.0	0.0	0.0	0.011877268228307489	0.0	0.00609235324261231	0.0	0.0
Tepidisphaerales	0.005278620017909604	0.0008550662676357417	0.0	0.0	0.01339025810207646	0.0014553686934023287	0.0013349154553544942	0.0	0.0006402048655569782	0.01117143453748173	0.014992745445752055	0.0	0.015497919596387202	0.013816809328031272	0.02000862905835401	0.0	0.0	0.0	0.0	0.0	0.00019623233908948196	0.014827532386452317	0.0	0.0	0.014071510957324106	0.0	0.003274053128953047	0.0	0.0	0.0	0.0	0.0	0.025163563160543533	0.0	0.0	0.0	0.015312651064918817	0.0006367294064693904	0.005527556494878881	0.0	0.0035493827160493828	0.0	0.0	0.0	0.002037414335988146	0.0	0.0	0.005650670490005904	0.0	0.0	0.0	0.0	0.0009357037829167224	0.0	0.0	0.04466313398940197	0.0	0.0	0.0	0.0	0.00955617949854687	0.0	0.010433542365918126	0.0	0.0	0.0	0.001064889560647178	0.0	0.00923335198656967	0.0	0.0	0.0	0.0070910973084886125	0.0	0.008234212773363352	0.0	0.008439708830045363	0.0	0.009082440614811364	0.002059967956054017	0.0	0.0	0.0027262813522355507	0.0	0.0012417218543046358	0.00928856474473648	0.0	0.0	0.0031310040560734364	0.0	0.007759060745278203	0.0	0.0	0.0	0.0	0.0
TK10_or	0.004273168585926823	0.02009405728943993	0.0	0.0	0.0	0.0025064683053040103	0.0	0.0	0.0	0.0006264355815410315	0.027728518458810254	0.0	0.003696884468735955	0.0021230707016243176	5.3931614712544494e-05	0.03702090592334495	0.0027620841180163213	0.0	0.0	0.001968503937007874	0.0	0.0	0.019421574836394347	0.0	0.008304498269896193	0.0	0.0012649750725500408	0.0	0.0	0.0	0.019495958155016643	0.0	0.010400939439691328	0.0	0.024100899100899104	0.0	0.003071060937811016	0.0	0.010811250203218986	0.010299514620575352	0.002417695473251029	0.0	0.008115086683880487	0.0	0.0	0.011306532663316582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001445086705202312	0.007627765064836003	0.0	0.0	0.003349588690212305	0.0	0.0045191346206019814	0.0	0.0	0.0	0.0	0.0	0.014829322887520984	0.0045898726680485636	0.0	0.0	5.175983436853002e-05	0.0	0.0021863629688851183	0.0203810367744794	0.0012659563245068046	0.0	0.020027945971122497	0.0	0.0	0.00010359473738734072	0.0016357688113413304	0.0	0.003621688741721854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrospirales	0.0028906728669504966	0.00042753313381787086	0.0	0.0	0.0	0.0	0.0	0.0	0.01088348271446863	0.00020881186051367718	0.00048363694986296955	0.0	0.007074822042129986	0.007717193502729662	0.006606622802286701	0.0	0.0	0.0036030772227091247	0.0	0.016451068616422947	0.0	0.0	0.0008444162972345366	0.0	0.000461361014994233	0.0	0.005804003274053129	0.04799682665608885	0.0	0.0064157927205428745	0.009510223490252021	0.007921837866385001	0.001677570877369569	0.0	0.0	0.0	0.0022464242045099098	0.0	0.00670622662981629	0.0	0.0	0.0	0.0	0.01019385026737968	0.006760511205778848	0.0	0.0021635162833067638	0.001349413848359619	0.0	0.0	0.0	0.0	0.0	0.0007657945118059987	0.0	0.0	0.0	0.0	0.0	0.0	0.008718782325993794	0.0	0.009782414907718189	0.0	0.0	0.0072254335260115606	0.0	0.0061616527727437476	0.0	0.036867041753035235	0.0	0.0	0.0033643892339544515	0.0	0.010942692272131481	0.0	0.0	0.0	0.0	0.0	0.002631578947368421	0.0	0.0	0.004820218863991662	0.004346026490066225	0.015480941241227467	0.0020642878207018578	0.005988023952095809	0.0	0.01711580480699199	0.0	0.00043989882327064776	0.005871179416335693	0.0	0.0	0.0
Pyrinomonadales	0.0046345026942956336	0.0025651988029072254	0.0	0.0	0.007762468464971861	0.004042690815006468	0.0	0.007172131147540984	0.0	0.0008352474420547087	0.0	0.0	0.012177972367600796	0.011895935836085461	0.0022651278179268686	0.0	0.0010043942247332078	0.0	0.003055229142185664	0.0	0.0	0.0	0.0	0.0	0.00392156862745098	0.0	0.01131036535456507	0.027370091233637445	0.0	0.0	0.0	0.0	0.0	0.0	0.003996003996003996	0.008207934336525308	0.001876759461995621	0.0	0.007641033978214924	0.0	0.00992798353909465	0.0	0.0	0.0	0.0	0.000314070351758794	0.0	0.0013494138483596187	0.0	0.0	0.0	0.0	0.007485630263333779	0.0	0.0025212732429877086	0.0	0.0	0.0	0.003371868978805395	0.0	0.015122407763164378	0.0	0.0055035773252614184	0.0	0.0	0.001123956326268465	0.0	0.019934758970641536	0.0	0.0	0.010274923632324354	0.02592087312414734	0.0008281573498964803	0.0	0.004171493525211158	0.0	0.0009494672433801034	0.0	0.04424778761061947	0.00801098649576562	0.0	0.0	0.0005452562704471102	0.010943199583116207	0.004759933774834438	0.002270538048713362	0.0	0.0	0.002846367323703124	0.0	0.00010209290454313425	0.0	0.0	0.0	0.0	0.0
Steroidobacterales	0.0031263255463214613	0.0025651988029072254	0.0	0.0	0.0	0.0	0.0	0.0	0.0076824583866837385	0.0008352474420547087	0.008544252780912462	0.0	0.0014642562013424763	0.029116398193704925	0.017446877359508145	0.0	0.0	0.00038952186191449994	0.0	0.009561304836895388	0.0	0.0	0.0	0.001488095238095238	0.002076124567474048	0.0	0.0058784135724384255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003810826656243893	0.000739329485028578	0.0	0.02284181433913185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012757992217132162	0.0	0.019200508499538787	0.0	0.0	0.0	0.0	0.0	0.0	0.01599052413384661	0.004165509580672035	0.0	0.011904761904761904	0.0	0.03524830448095633	0.0	0.0	0.0	0.0	0.0021362630655374993	0.0	0.0	0.0	0.002344971339239187	0.003621688741721854	0.004472271914132379	0.0	0.0	0.0	0.0	0.007452782031648801	0.0170460794017376	0.04187532377827664	0.0	0.002050580997949419	0.0
Bryobacterales	0.00018852214349677156	0.0	0.0	0.0	0.013196196390452164	0.012613195342820181	0.0	0.0	0.0	0.0	0.0	0.0	0.010771706510865942	0.002763361865606255	0.002049401359076691	0.008057491289198606	0.0	0.0	0.0	0.0	0.01609105180533752	0.020446386764476354	0.0031665611146295125	0.0	0.0	0.00012591513320022306	0.002157898653173599	0.0	0.01042287075640262	0.0	0.0	0.0002640612622128334	0.011575239053850024	0.0007118451025056948	0.0	0.0	0.00890038956976711	7.135760589743167e-05	0.007559746382702	0.0	0.004732510288065843	0.0	0.009774990778310587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019144862795149968	0.02741884651749133	0.0	0.0	0.0	0.0	0.004960629921259842	0.009014334269247819	0.0	0.0054570682211042805	0.0	0.002011834319526627	0.0	0.0	0.014226168901776005	0.0	0.0	0.0	0.0	0.005434782608695653	0.0002929360562437228	0.004960107033888627	0.0	0.0066462707036607244	0.0	0.0	0.0	0.0	0.013985289547290997	0.004225736095965104	0.0	0.0005173841059602649	6.88041832943443e-05	0.0	0.03255988023952096	0.0	0.0	0.0	0.0	0.0	0.009679439731253204	0.001822738664843928	0.0
Thermoanaerobaculales	0.003566210547813928	0.022659256092347157	0.0	0.0	0.0	0.01277490297542044	0.0	0.010758196721311475	0.0003201024327784891	0.0006264355815410315	0.00016121231662098983	0.0	0.0043782710178755235	0.0027970614005526726	0.0043684607917161035	0.02221254355400697	0.00025109855618330194	0.015678254942058625	0.0	0.0	0.0	0.0	0.0	0.0	0.013610149942329872	0.0	0.005059900290200164	0.01507338357794526	0.008933889219773675	0.007279457125231339	0.0	0.0	0.0	0.0	0.0	0.0	0.013066226860408906	0.0	0.0017883271012843441	0.0	0.001491769547325103	0.0	0.002397639247510144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001148691767708998	0.013236684525685471	0.0	0.0	0.0	0.006262042389210019	0.0	0.006255849465543569	0.0	0.006387250304247055	0.015450186467767715	0.016094674556213016	0.0	0.0	0.0008155128669807901	0.0	0.0	0.0	0.009549795361527967	0.0009834368530020703	0.0	0.007532618686333055	0.010633584404076208	0.0025319126490136092	0.0	0.0	0.0	0.0	0.0	0.006952017448200654	0.0	0.0074503311258278145	0.005504334663547544	0.0	0.0	0.002917526506795702	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospirales	0.0011311328609806294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013923838282167422	0.02833143507972665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00018443378827001107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05034324942791762	0.0	0.0	0.0	0.0	6.976365623570814e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004059256779377302	0.0	0.0	0.0	0.15568862275449102	0.0	0.0	0.0	0.0	0.012949836423118866	0.0	0.0	0.01644419980734829	0.0	0.0	0.0017789795773144525	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PLTA13	0.001995192685340832	0.0002850220892119139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041762372102735435	0.0	0.0	0.0022181306812415736	0.0004380939543034306	0.0015100852119512458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006920415224913495	0.0	0.0055063620805119425	0.0	0.0005955926146515784	0.0	0.0	0.0036968576709796672	0.0	0.007545558086560365	0.0	0.0	2.8435749424176075e-05	0.0	0.00020321898878231182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.002271006813020439	0.0	0.0	0.0	0.0	0.0040884685483473715	0.0	0.006712814033347026	0.0	0.0	0.0	0.0	0.016038419717288872	0.0	0.0	0.0	0.0	0.0	0.0	0.007712096243480342	0.004209127159946832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004139072847682119	0.0010320627494151645	0.008257151282807433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Salinisphaerales	0.0005969867877397766	0.00042753313381787086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020881186051367718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006920415224913495	0.002608242044861763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001137429976967043	0.001844319660118234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014777597162701344	0.1907514450867052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06754268496819552	0.0004242196805299483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0071465033180193975	0.0	0.0	0.0	0.0	0.0
Latescibacterota_or	0.0027021507234537257	0.0005700441784238278	0.0	0.0	0.0	0.0	0.0	0.0	0.024007682458386685	0.0007308415117978701	0.0	0.0	0.0034939182626092754	0.0011794837231246208	0.009572861611476647	0.0	0.0	0.0	0.0	0.0	0.0	0.00015607928827844546	0.0	0.00744047619047619	0.00922722029988466	0.0	0.01451000818513282	0.0	0.0011911852293031567	0.0	0.0	0.0	0.0	0.0	0.0013736263736263737	0.03380887238616377	5.687149884835215e-05	0.0	4.064379775646236e-05	0.023085118977151653	0.0	0.0	0.03264478052379195	0.0	0.0	0.000628140703517588	0.0018219084491004327	0.00286750442776419	0.0	0.0	0.0	0.0	0.0	0.0	0.0009454774661203908	0.0	0.0036127167630057803	0.0	0.01926782273603083	0.0	0.0032018127185852907	0.0	0.005612098568294742	0.0031965903036760787	0.0	0.0	0.004019099309539349	0.0	0.0	0.0	0.0	0.0	0.005486542443064182	0.0	0.0046446616304176395	0.007089056269384138	0.007384745226289693	0.0	0.0037261294829995344	0.0	0.0	0.0	0.0014994547437295529	0.0	0.0	0.008944543828264758	0.0	0.0	0.0027752081406105457	0.0	0.0	0.0	0.0	0.0	0.0003417634996582365	0.0
CCD24	0.004760184123293482	0.0017101325352714834	0.0	0.0	0.0	0.0	0.0	0.0	0.0006402048655569782	0.0016704948841094174	0.004352732548766725	0.0	0.002841526885773519	0.007818292107568915	0.004233631754934743	0.0	0.0	0.0	0.0	0.0	0.023155416012558872	0.01950991103480568	0.0	0.0	0.0029988465974625142	0.0	0.007143388644988467	0.0	0.0	0.0	0.0	0.0	0.0	0.00014236902050113895	0.0	0.0	0.0002985753689538488	1.0978093214989488e-05	0.012315070720208095	0.003433171540191784	0.0	0.0	0.0	0.0	0.020559362844971292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04390613171839516	0.0	0.0064836003051106025	0.002890173410404624	0.0	0.009703955470173883	0.0	0.01507670126427248	0.0	0.0	0.0	0.0	0.002355926060166727	0.0	0.0	0.0	0.0	0.011438923395445135	0.0	0.017338619763198396	0.0	0.0	0.0	0.0	0.0038910505836575876	0.0	0.0	0.002317339149400218	0.0	0.00010347682119205298	0.0010320627494151645	0.0	0.0	0.0	0.0	0.0	0.005718684702518421	0.0	0.0	0.0	0.0
Isosphaerales	0.0010368717892322436	0.0002850220892119139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00031321779077051577	0.0	0.0	0.009510416515650145	0.01192963537103188	0.006417862150792796	0.0	0.0	0.005063784204888499	0.0	0.0	0.0	0.00015607928827844546	0.002955457040320878	0.0	0.0006920415224913495	0.0003957332757721296	0.014361187588362228	0.0	0.002084574151280524	0.0	0.0	0.0	0.0036906559302130517	0.0	0.0	0.0	0.005715585634259391	0.0019211663126231604	0.015282067956429845	0.0	0.0	0.0	0.02582073035780155	0.008689839572192513	0.013243193183922948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00939306358381503	0.0	0.0	0.004409448818897638	0.006354366779961576	0.0	0.005991922918911374	0.0	0.0	0.0	0.0022328329497440826	0.0	0.0	0.0	0.0	0.015006821282401092	0.011904761904761902	0.005398393036491463	0.0075217412586271615	0.0	0.0	0.0	0.0	0.0	0.0	0.005801305293691081	0.0	0.006513809275664409	0.0	0.0	0.0002948982601002654	0.0	0.0	0.0	0.0033690658499234303	0.00681843176069504	0.0	0.010590445823606446	0.0	0.0
Frankiales	0.0010054514319827817	0.0002850220892119139	0.0	0.0	0.0	0.0	0.006229605458320973	0.0	0.0	0.010231781165170182	0.0	0.0024752475247524753	0.016889687866970152	0.0002358967446249242	0.0006202135691942617	0.0	0.0	0.0	0.009557383470426948	0.00028121484814398203	0.0	0.0063992508194162636	0.00021110407430863416	0.0013020833333333333	0.02445213379469435	0.0	0.0014137956693206339	0.0	0.0	0.008143121529919802	0.01806942463147884	0.0	0.0	0.0	0.0006243756243756244	0.0	0.011630221514488014	0.00044461277520707425	0.003942448382376849	0.0	0.000257201646090535	0.0	0.0367023238657322	0.0	0.0	0.0	0.0028467319517194263	0.0005903685586573333	0.0	0.0	0.0	0.0	0.0036091431626787862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.851731441800897e-05	0.0	0.0004960971110094801	0.0	0.0	0.0	0.0029198584727422624	0.0	0.0	0.0002961208172934557	0.0	0.0	0.004865424430641822	0.005482089052561098	0.0008321232195010525	0.0	0.0	0.0	0.0011644154634373545	0.0	0.0	0.0	0.0	0.01420010422094841	0.0013451986754966889	0.0026145589651850832	0.0	0.0	0.0	0.0	0.0028586013272077593	0.0	0.0	0.01508853840460058	0.0	0.0
Geobacterales	0.009049062887845034	0.0019951546244833976	0.012048192771084338	0.0	0.0	0.0	0.0	0.0	0.0009603072983354673	0.001983712674879933	0.00016121231662098983	0.0	0.0001594734476709628	0.007548695827997574	0.005797648581598533	0.0	0.003138731952291274	0.012562080046742623	0.005170387779083431	0.0	0.0	0.0006243171531137818	0.0	0.004836309523809524	0.0025374855824682814	0.0	0.012500930128729815	0.0	0.0	0.0	0.0	0.0	0.0	0.00042710706150341686	0.0	0.0	0.0008672903574373702	5.489046607494744e-06	4.064379775646236e-05	0.0	0.0	0.0	0.0	0.0	0.0048157066123356174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009253350350989151	0.0	0.0	0.0	0.005720823798627002	0.0	0.0	0.0016255356878971477	0.0	0.0024029703814521697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010659879151778187	0.0	0.008861694271547631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004403467730838035	0.001474491300501327	0.0	0.0	0.06045156591405681	0.0	0.02386451116243264	0.0	0.0	0.014012303485987697	0.0
